TaskType,EstimatedDuration_min,Count,Probability
AITraining,302,34,0.002053264085995531
AITraining,303,57,0.0034422368500513314
AITraining,304,38,0.0022948245667008876
AITraining,305,42,0.0025363850474062442
AITraining,306,44,0.0026571652877589226
AITraining,307,45,0.002717555407935262
AITraining,308,34,0.002053264085995531
AITraining,309,42,0.0025363850474062442
AITraining,310,52,0.003140286249169636
AITraining,311,48,0.002898725768464279
AITraining,312,42,0.0025363850474062442
AITraining,313,42,0.0025363850474062442
AITraining,314,29,0.0017513134851138354
AITraining,315,42,0.0025363850474062442
AITraining,316,47,0.0028383356482879402
AITraining,317,46,0.002777945528111601
AITraining,318,33,0.001992873965819192
AITraining,319,40,0.002415604807053566
AITraining,320,47,0.0028383356482879402
AITraining,321,42,0.0025363850474062442
AITraining,322,45,0.002717555407935262
AITraining,323,40,0.002415604807053566
AITraining,324,39,0.002355214686877227
AITraining,325,39,0.002355214686877227
AITraining,326,41,0.0024759949272299053
AITraining,327,50,0.0030195060088169575
AITraining,328,35,0.0021136542061718703
AITraining,329,47,0.0028383356482879402
AITraining,330,47,0.0028383356482879402
AITraining,331,35,0.0021136542061718703
AITraining,332,55,0.003321456609698653
AITraining,333,49,0.0029591158886406186
AITraining,334,39,0.002355214686877227
AITraining,335,37,0.0022344344465245487
AITraining,336,42,0.0025363850474062442
AITraining,337,36,0.0021740443263482093
AITraining,338,43,0.0025967751675825836
AITraining,339,46,0.002777945528111601
AITraining,340,49,0.0029591158886406186
AITraining,341,45,0.002717555407935262
AITraining,342,46,0.002777945528111601
AITraining,343,50,0.0030195060088169575
AITraining,344,41,0.0024759949272299053
AITraining,345,47,0.0028383356482879402
AITraining,346,49,0.0029591158886406186
AITraining,347,39,0.002355214686877227
AITraining,348,35,0.0021136542061718703
AITraining,349,49,0.0029591158886406186
AITraining,350,44,0.0026571652877589226
AITraining,351,52,0.003140286249169636
AITraining,352,49,0.0029591158886406186
AITraining,353,41,0.0024759949272299053
AITraining,354,42,0.0025363850474062442
AITraining,355,51,0.003079896128993297
AITraining,356,42,0.0025363850474062442
AITraining,357,52,0.003140286249169636
AITraining,358,35,0.0021136542061718703
AITraining,359,42,0.0025363850474062442
AITraining,360,39,0.002355214686877227
AITraining,361,52,0.003140286249169636
AITraining,362,47,0.0028383356482879402
AITraining,363,31,0.0018720937254665137
AITraining,364,41,0.0024759949272299053
AITraining,365,44,0.0026571652877589226
AITraining,366,48,0.002898725768464279
AITraining,367,40,0.002415604807053566
AITraining,368,28,0.0016909233649374962
AITraining,369,43,0.0025967751675825836
AITraining,370,37,0.0022344344465245487
AITraining,371,33,0.001992873965819192
AITraining,372,39,0.002355214686877227
AITraining,373,38,0.0022948245667008876
AITraining,374,44,0.0026571652877589226
AITraining,375,54,0.003261066489522314
AITraining,376,38,0.0022948245667008876
AITraining,377,37,0.0022344344465245487
AITraining,378,42,0.0025363850474062442
AITraining,379,39,0.002355214686877227
AITraining,380,60,0.003623407210580349
AITraining,381,34,0.002053264085995531
AITraining,382,42,0.0025363850474062442
AITraining,383,56,0.0033818467298749925
AITraining,384,48,0.002898725768464279
AITraining,385,45,0.002717555407935262
AITraining,386,40,0.002415604807053566
AITraining,387,43,0.0025967751675825836
AITraining,388,36,0.0021740443263482093
AITraining,389,56,0.0033818467298749925
AITraining,390,47,0.0028383356482879402
AITraining,391,51,0.003079896128993297
AITraining,392,39,0.002355214686877227
AITraining,393,47,0.0028383356482879402
AITraining,394,48,0.002898725768464279
AITraining,395,40,0.002415604807053566
AITraining,396,46,0.002777945528111601
AITraining,397,42,0.0025363850474062442
AITraining,398,41,0.0024759949272299053
AITraining,399,39,0.002355214686877227
BatchInference,10,38,0.002273135131901657
BatchInference,11,39,0.0023329544774780163
BatchInference,12,40,0.002392773823054376
BatchInference,13,36,0.002153496440748938
BatchInference,14,42,0.0025124125142070948
BatchInference,15,44,0.002632051205359813
BatchInference,16,39,0.0023329544774780163
BatchInference,17,50,0.0029909672788179698
BatchInference,18,43,0.002572231859783454
BatchInference,19,55,0.0032900640066997667
BatchInference,20,40,0.002392773823054376
BatchInference,21,34,0.0020338577495962193
BatchInference,22,49,0.00293114793324161
BatchInference,23,49,0.00293114793324161
BatchInference,24,43,0.002572231859783454
BatchInference,25,51,0.003050786624394329
BatchInference,26,43,0.002572231859783454
BatchInference,27,55,0.0032900640066997667
BatchInference,28,41,0.002452593168630735
BatchInference,29,41,0.002452593168630735
BatchInference,30,50,0.0029909672788179698
BatchInference,31,40,0.002392773823054376
BatchInference,32,48,0.002871328587665251
BatchInference,33,42,0.0025124125142070948
BatchInference,34,44,0.002632051205359813
BatchInference,35,41,0.002452593168630735
BatchInference,36,44,0.002632051205359813
BatchInference,37,43,0.002572231859783454
BatchInference,38,38,0.002273135131901657
BatchInference,39,49,0.00293114793324161
BatchInference,40,51,0.003050786624394329
BatchInference,41,51,0.003050786624394329
BatchInference,42,46,0.002751689896512532
BatchInference,43,41,0.002452593168630735
BatchInference,44,41,0.002452593168630735
BatchInference,45,47,0.0028115092420888917
BatchInference,46,35,0.002093677095172579
BatchInference,47,40,0.002392773823054376
BatchInference,48,44,0.002632051205359813
BatchInference,49,44,0.002632051205359813
BatchInference,50,34,0.0020338577495962193
BatchInference,51,45,0.002691870550936173
BatchInference,52,42,0.0025124125142070948
BatchInference,53,52,0.0031106059699706886
BatchInference,54,46,0.002751689896512532
BatchInference,55,37,0.0022133157863252974
BatchInference,56,54,0.0032302446611234075
BatchInference,57,46,0.002751689896512532
BatchInference,58,38,0.002273135131901657
BatchInference,59,32,0.0019142190584435007
BatchInference,60,39,0.0023329544774780163
BatchInference,61,52,0.0031106059699706886
BatchInference,62,40,0.002392773823054376
BatchInference,63,37,0.0022133157863252974
BatchInference,64,40,0.002392773823054376
BatchInference,65,35,0.002093677095172579
BatchInference,66,34,0.0020338577495962193
BatchInference,67,39,0.0023329544774780163
BatchInference,68,39,0.0023329544774780163
BatchInference,69,39,0.0023329544774780163
BatchInference,70,36,0.002153496440748938
BatchInference,71,32,0.0019142190584435007
BatchInference,72,37,0.0022133157863252974
BatchInference,73,25,0.0014954836394089849
BatchInference,74,44,0.002632051205359813
BatchInference,75,39,0.0023329544774780163
BatchInference,76,51,0.003050786624394329
BatchInference,77,60,0.0035891607345815636
BatchInference,78,53,0.003170425315547048
BatchInference,79,41,0.002452593168630735
BatchInference,80,51,0.003050786624394329
BatchInference,81,45,0.002691870550936173
BatchInference,82,43,0.002572231859783454
BatchInference,83,36,0.002153496440748938
BatchInference,84,35,0.002093677095172579
BatchInference,85,49,0.00293114793324161
BatchInference,86,38,0.002273135131901657
BatchInference,87,44,0.002632051205359813
BatchInference,88,48,0.002871328587665251
BatchInference,89,37,0.0022133157863252974
BatchInference,90,40,0.002392773823054376
BatchInference,91,44,0.002632051205359813
BatchInference,92,45,0.002691870550936173
BatchInference,93,44,0.002632051205359813
BatchInference,94,36,0.002153496440748938
BatchInference,95,50,0.0029909672788179698
BatchInference,96,33,0.00197403840401986
BatchInference,97,39,0.0023329544774780163
BatchInference,98,41,0.002452593168630735
BatchInference,99,41,0.002452593168630735
BatchInference,100,43,0.002572231859783454
BatchInference,101,45,0.002691870550936173
BatchInference,102,35,0.002093677095172579
BatchInference,103,35,0.002093677095172579
BatchInference,104,45,0.002691870550936173
BatchInference,105,52,0.0031106059699706886
BatchInference,106,52,0.0031106059699706886
BatchInference,107,37,0.0022133157863252974
BatchInference,108,35,0.002093677095172579
BatchInference,109,36,0.002153496440748938
BatchInference,110,52,0.0031106059699706886
BatchInference,111,50,0.0029909672788179698
BatchInference,112,43,0.002572231859783454
BatchInference,113,41,0.002452593168630735
BatchInference,114,40,0.002392773823054376
BatchInference,115,49,0.00293114793324161
BatchInference,116,44,0.002632051205359813
BatchInference,117,46,0.002751689896512532
BatchInference,118,43,0.002572231859783454
BatchInference,119,40,0.002392773823054376
BatchInference,120,46,0.002751689896512532
BatchInference,121,47,0.0028115092420888917
BatchInference,122,43,0.002572231859783454
BatchInference,123,40,0.002392773823054376
BatchInference,124,35,0.002093677095172579
BatchInference,125,39,0.0023329544774780163
BatchInference,126,58,0.0034695220434288448
BatchInference,127,43,0.002572231859783454
BatchInference,128,38,0.002273135131901657
BatchInference,129,41,0.002452593168630735
BatchInference,130,50,0.0029909672788179698
BatchInference,131,41,0.002452593168630735
BatchInference,132,46,0.002751689896512532
BatchInference,133,37,0.0022133157863252974
BatchInference,134,36,0.002153496440748938
BatchInference,135,46,0.002751689896512532
BatchInference,136,38,0.002273135131901657
BatchInference,137,38,0.002273135131901657
BatchInference,138,39,0.0023329544774780163
BatchInference,139,46,0.002751689896512532
BatchInference,140,49,0.00293114793324161
BatchInference,141,39,0.0023329544774780163
BatchInference,142,50,0.0029909672788179698
BatchInference,143,40,0.002392773823054376
BatchInference,144,53,0.003170425315547048
BatchInference,145,46,0.002751689896512532
BatchInference,146,40,0.002392773823054376
BatchInference,147,38,0.002273135131901657
BatchInference,148,44,0.002632051205359813
BatchInference,149,36,0.002153496440748938
BatchInference,150,47,0.0028115092420888917
BatchInference,151,47,0.0028115092420888917
BatchInference,152,53,0.003170425315547048
BatchInference,153,39,0.0023329544774780163
BatchInference,154,45,0.002691870550936173
BatchInference,155,49,0.00293114793324161
BatchInference,156,56,0.003349883352276126
BatchInference,157,22,0.0013160256026799066
BatchInference,158,56,0.003349883352276126
BatchInference,159,52,0.0031106059699706886
BatchInference,160,53,0.003170425315547048
BatchInference,161,44,0.002632051205359813
BatchInference,162,34,0.0020338577495962193
BatchInference,163,40,0.002392773823054376
BatchInference,164,34,0.0020338577495962193
BatchInference,165,46,0.002751689896512532
BatchInference,166,35,0.002093677095172579
BatchInference,167,48,0.002871328587665251
BatchInference,168,38,0.002273135131901657
BatchInference,169,51,0.003050786624394329
BatchInference,170,41,0.002452593168630735
BatchInference,171,39,0.0023329544774780163
BatchInference,172,37,0.0022133157863252974
BatchInference,173,36,0.002153496440748938
BatchInference,174,43,0.002572231859783454
BatchInference,175,41,0.002452593168630735
BatchInference,176,52,0.0031106059699706886
BatchInference,177,47,0.0028115092420888917
BatchInference,178,40,0.002392773823054376
BatchInference,179,42,0.0025124125142070948
BatchInference,180,37,0.0022133157863252974
BatchInference,181,37,0.0022133157863252974
BatchInference,182,50,0.0029909672788179698
BatchInference,183,44,0.002632051205359813
BatchInference,184,52,0.0031106059699706886
BatchInference,185,49,0.00293114793324161
BatchInference,186,35,0.002093677095172579
BatchInference,187,43,0.002572231859783454
BatchInference,188,38,0.002273135131901657
BatchInference,189,57,0.0034097026978524856
BatchInference,190,49,0.00293114793324161
BatchInference,191,33,0.00197403840401986
BatchInference,192,49,0.00293114793324161
BatchInference,193,42,0.0025124125142070948
BatchInference,194,45,0.002691870550936173
BatchInference,195,42,0.0025124125142070948
BatchInference,196,27,0.0016151223305617037
BatchInference,197,38,0.002273135131901657
BatchInference,198,52,0.0031106059699706886
BatchInference,199,47,0.0028115092420888917
BatchInference,200,47,0.0028115092420888917
BatchInference,201,36,0.002153496440748938
BatchInference,202,43,0.002572231859783454
BatchInference,203,48,0.002871328587665251
BatchInference,204,45,0.002691870550936173
BatchInference,205,35,0.002093677095172579
BatchInference,206,47,0.0028115092420888917
BatchInference,207,32,0.0019142190584435007
BatchInference,208,45,0.002691870550936173
BatchInference,209,25,0.0014954836394089849
BatchInference,210,44,0.002632051205359813
BatchInference,211,42,0.0025124125142070948
BatchInference,212,33,0.00197403840401986
BatchInference,213,48,0.002871328587665251
BatchInference,214,40,0.002392773823054376
BatchInference,215,41,0.002452593168630735
BatchInference,216,48,0.002871328587665251
BatchInference,217,50,0.0029909672788179698
BatchInference,218,38,0.002273135131901657
BatchInference,219,45,0.002691870550936173
BatchInference,220,40,0.002392773823054376
BatchInference,221,39,0.0023329544774780163
BatchInference,222,36,0.002153496440748938
BatchInference,223,42,0.0025124125142070948
BatchInference,224,56,0.003349883352276126
BatchInference,225,50,0.0029909672788179698
BatchInference,226,57,0.0034097026978524856
BatchInference,227,34,0.0020338577495962193
BatchInference,228,49,0.00293114793324161
BatchInference,229,40,0.002392773823054376
BatchInference,230,55,0.0032900640066997667
BatchInference,231,50,0.0029909672788179698
BatchInference,232,38,0.002273135131901657
BatchInference,233,48,0.002871328587665251
BatchInference,234,37,0.0022133157863252974
BatchInference,235,42,0.0025124125142070948
BatchInference,236,45,0.002691870550936173
BatchInference,237,42,0.0025124125142070948
BatchInference,238,33,0.00197403840401986
BatchInference,239,45,0.002691870550936173
BatchInference,240,54,0.0032302446611234075
BatchInference,241,47,0.0028115092420888917
BatchInference,242,41,0.002452593168630735
BatchInference,243,34,0.0020338577495962193
BatchInference,244,33,0.00197403840401986
BatchInference,245,52,0.0031106059699706886
BatchInference,246,37,0.0022133157863252974
BatchInference,247,41,0.002452593168630735
BatchInference,248,39,0.0023329544774780163
BatchInference,249,40,0.002392773823054376
BatchInference,250,45,0.002691870550936173
BatchInference,251,45,0.002691870550936173
BatchInference,252,37,0.0022133157863252974
BatchInference,253,49,0.00293114793324161
BatchInference,254,44,0.002632051205359813
BatchInference,255,34,0.0020338577495962193
BatchInference,256,54,0.0032302446611234075
BatchInference,257,41,0.002452593168630735
BatchInference,258,40,0.002392773823054376
BatchInference,259,42,0.0025124125142070948
BatchInference,260,48,0.002871328587665251
BatchInference,261,44,0.002632051205359813
BatchInference,262,47,0.0028115092420888917
BatchInference,263,41,0.002452593168630735
BatchInference,264,56,0.003349883352276126
BatchInference,265,40,0.002392773823054376
BatchInference,266,49,0.00293114793324161
BatchInference,267,43,0.002572231859783454
BatchInference,268,49,0.00293114793324161
BatchInference,269,44,0.002632051205359813
BatchInference,270,41,0.002452593168630735
BatchInference,271,47,0.0028115092420888917
BatchInference,272,47,0.0028115092420888917
BatchInference,273,39,0.0023329544774780163
BatchInference,274,34,0.0020338577495962193
BatchInference,275,45,0.002691870550936173
BatchInference,276,42,0.0025124125142070948
BatchInference,277,45,0.002691870550936173
BatchInference,278,48,0.002871328587665251
BatchInference,279,45,0.002691870550936173
BatchInference,280,46,0.002751689896512532
BatchInference,281,41,0.002452593168630735
BatchInference,282,41,0.002452593168630735
BatchInference,283,48,0.002871328587665251
BatchInference,284,48,0.002871328587665251
BatchInference,285,33,0.00197403840401986
BatchInference,286,39,0.0023329544774780163
BatchInference,287,60,0.0035891607345815636
BatchInference,288,49,0.00293114793324161
BatchInference,289,36,0.002153496440748938
BatchInference,290,45,0.002691870550936173
BatchInference,291,48,0.002871328587665251
BatchInference,292,47,0.0028115092420888917
BatchInference,293,42,0.0025124125142070948
BatchInference,294,53,0.003170425315547048
BatchInference,295,55,0.0032900640066997667
BatchInference,296,51,0.003050786624394329
BatchInference,297,41,0.002452593168630735
BatchInference,298,43,0.002572231859783454
BatchInference,299,42,0.0025124125142070948
BatchInference,300,44,0.002632051205359813
BatchInference,301,47,0.0028115092420888917
BatchInference,302,42,0.0025124125142070948
BatchInference,303,32,0.0019142190584435007
BatchInference,304,47,0.0028115092420888917
BatchInference,305,42,0.0025124125142070948
BatchInference,306,42,0.0025124125142070948
BatchInference,307,40,0.002392773823054376
BatchInference,308,29,0.0017347610217144224
BatchInference,309,45,0.002691870550936173
BatchInference,310,35,0.002093677095172579
BatchInference,311,46,0.002751689896512532
BatchInference,312,39,0.0023329544774780163
BatchInference,313,42,0.0025124125142070948
BatchInference,314,36,0.002153496440748938
BatchInference,315,37,0.0022133157863252974
BatchInference,316,43,0.002572231859783454
BatchInference,317,39,0.0023329544774780163
BatchInference,318,45,0.002691870550936173
BatchInference,319,51,0.003050786624394329
BatchInference,320,43,0.002572231859783454
BatchInference,321,52,0.0031106059699706886
BatchInference,322,50,0.0029909672788179698
BatchInference,323,40,0.002392773823054376
BatchInference,324,57,0.0034097026978524856
BatchInference,325,42,0.0025124125142070948
BatchInference,326,43,0.002572231859783454
BatchInference,327,44,0.002632051205359813
BatchInference,328,40,0.002392773823054376
BatchInference,329,50,0.0029909672788179698
BatchInference,330,35,0.002093677095172579
BatchInference,331,38,0.002273135131901657
BatchInference,332,40,0.002392773823054376
BatchInference,333,48,0.002871328587665251
BatchInference,334,44,0.002632051205359813
BatchInference,335,53,0.003170425315547048
BatchInference,336,57,0.0034097026978524856
BatchInference,337,30,0.0017945803672907818
BatchInference,338,33,0.00197403840401986
BatchInference,339,34,0.0020338577495962193
BatchInference,340,42,0.0025124125142070948
BatchInference,341,39,0.0023329544774780163
BatchInference,342,45,0.002691870550936173
BatchInference,343,39,0.0023329544774780163
BatchInference,344,53,0.003170425315547048
BatchInference,345,41,0.002452593168630735
BatchInference,346,49,0.00293114793324161
BatchInference,347,52,0.0031106059699706886
BatchInference,348,34,0.0020338577495962193
BatchInference,349,45,0.002691870550936173
BatchInference,350,34,0.0020338577495962193
BatchInference,351,49,0.00293114793324161
BatchInference,352,51,0.003050786624394329
BatchInference,353,36,0.002153496440748938
BatchInference,354,32,0.0019142190584435007
