Hour,Region,GPUUse_GPUh,CarryIn_GPUUse_GPUh,ScheduledNew_GPUUse_GPUh,Available_GPU,GPU_Utilization_Percent,CarryIn_AI_IT_Load_MW,ScheduledNew_AI_IT_Load_MW,AI_IT_Load_MW,IT_Load_MW,Facility_Load_MW
2391,RegionA,203.28333333334422,0.0,203.28333333334422,630.0,32.26719576719749,0.0,23.585333333335157,23.585333333335157,284.67100033333514,384.3058504500025
2392,RegionA,157.63333333333367,0.0,157.63333333333367,630.0,25.021164021164076,0.0,15.312666666666722,15.312666666666722,261.4449996666667,352.95074955000007
2393,RegionA,161.78333333333012,0.0,161.78333333333012,630.0,25.67989417989367,0.0,15.401666666666346,15.401666666666346,220.95999966666636,298.29599954999964
2394,RegionA,143.03333333333558,0.0,143.03333333333558,630.0,22.70370370370406,0.0,13.556333333333562,13.556333333333562,230.52000033333354,311.2020004500003
2395,RegionA,101.78333333333649,0.0,101.78333333333649,630.0,16.156084656085156,0.0,9.524000000000306,9.524000000000306,234.09000000000032,316.02150000000046
2396,RegionA,184.9500000000039,0.0,184.9500000000039,630.0,29.35714285714348,0.0,23.43400000000039,23.43400000000039,243.11000000000038,328.19850000000054
2397,RegionA,351.26666666666733,0.0,351.26666666666733,630.0,55.75661375661386,0.0,49.76133333333338,49.76133333333338,257.27000033333337,347.3145004500001
2398,RegionA,311.51666666666324,0.0,311.51666666666324,630.0,49.4470899470894,0.0,43.65933333333265,43.65933333333265,304.55000033333266,411.14250044999915
2399,RegionA,169.5,0.0,169.5,630.0,26.904761904761905,0.0,22.14,22.14,324.41999999999996,437.967
2400,RegionA,157.23333333333403,0.0,157.23333333333403,630.0,24.95767195767207,0.0,21.158666666666722,21.158666666666722,389.1403336666667,525.3394504500001
2401,RegionA,117.4333333333334,0.0,117.4333333333334,630.0,18.64021164021165,0.0,17.297333333333338,17.297333333333338,410.3273333333333,553.9418999999999
2402,RegionA,67.03333333332284,0.0,67.03333333332284,630.0,10.640211640209975,0.0,10.215999999998258,10.215999999998258,405.87999999999823,547.9379999999976
2403,RegionA,4.0,0.0,4.0,630.0,0.6349206349206349,0.0,0.32,0.32,392.605,530.0167500000001
2404,RegionA,4.0,0.0,4.0,630.0,0.6349206349206349,0.0,0.32,0.32,390.873333,527.6789995500001
2405,RegionA,2.399999999999636,0.0,2.399999999999636,630.0,0.3809523809523232,0.0,0.1919999999999709,0.1919999999999709,390.38199999999995,527.0156999999999
2376,RegionB,207.73333333333176,170.73333333333176,37.0,585.0,35.50997150997124,23.60533333333318,3.479999999999997,27.08533333333318,353.45000033333315,477.15750044999976
2377,RegionB,194.9833333333354,152.31666666666752,42.66666666666788,585.0,33.33048433048468,21.9453333333334,4.013333333333424,25.958666666666826,378.31999966666683,510.73199955000024
2378,RegionB,97.46666666666852,36.56666666666888,60.899999999999636,585.0,16.660968660968976,4.917333333333554,5.831999999999972,10.749333333333526,393.6000003333335,531.3600004500003
2379,RegionB,94.60000000000036,19.750000000000455,74.84999999999991,585.0,16.170940170940234,3.0200000000000364,7.247999999999994,10.26800000000003,393.6,531.36
2380,RegionB,241.66666666666606,0.0,241.66666666666606,585.0,41.310541310541204,0.0,32.333333333333286,32.333333333333286,393.60000033333324,531.3600004499999
2381,RegionB,289.9833333333336,0.0,289.9833333333336,585.0,49.56980056980061,0.0,40.06133333333342,40.06133333333342,393.6000003333334,531.3600004500001
2382,RegionB,259.400000000001,0.0,259.400000000001,585.0,44.34188034188052,0.0,36.516000000000105,36.516000000000105,393.60000000000014,531.3600000000002
2383,RegionB,190.11666666666633,0.0,190.11666666666633,585.0,32.49857549857544,0.0,26.269333333333307,26.269333333333307,393.6000003333333,531.36000045
2384,RegionB,217.0,0.0,217.0,585.0,37.0940170940171,0.0,30.180000000000003,30.180000000000003,393.6,531.36
2385,RegionB,243.23333333333767,0.0,243.23333333333767,585.0,41.578347578348314,0.0,32.46000000000073,32.46000000000073,393.6000000000007,531.360000000001
2386,RegionB,347.13333333333185,0.0,347.13333333333185,585.0,59.33903133903108,0.0,44.99066666666655,44.99066666666655,393.5999996666665,531.3599995499999
2387,RegionB,299.1333333333255,0.0,299.1333333333255,585.0,51.133903133901796,0.0,36.28733333333215,36.28733333333215,393.6000003333321,531.3600004499983
2388,RegionB,274.9666666666667,0.0,274.9666666666667,585.0,47.00284900284901,0.0,33.73733333333334,33.73733333333334,343.6300003333333,463.90050045000004
2389,RegionB,238.7833333333533,0.0,238.7833333333533,585.0,40.81766381766723,0.0,29.178333333336553,29.178333333336553,341.30100033333656,460.7563504500044
2390,RegionB,185.54999999999973,0.0,185.54999999999973,585.0,31.71794871794867,0.0,21.78866666666663,21.78866666666663,305.2999996666666,412.15499954999996
2391,RegionB,198.10000000000946,0.0,198.10000000000946,585.0,33.86324786324948,0.0,23.703333333334943,23.703333333334943,291.08800033333495,392.9688004500022
2392,RegionB,122.34999999999764,0.0,122.34999999999764,585.0,20.91452991452951,0.0,15.159999999999782,15.159999999999782,261.4239999999998,352.92239999999975
2393,RegionB,110.13333333333276,0.0,110.13333333333276,585.0,18.826210826210726,0.0,13.718666666666616,13.718666666666616,200.47999966666663,270.64799954999995
2394,RegionB,175.5166666666646,0.0,175.5166666666646,585.0,30.00284900284865,0.0,20.039999999999832,20.039999999999832,224.9599999999998,303.69599999999974
2395,RegionB,260.61666666666997,0.0,260.61666666666997,585.0,44.54985754985812,0.0,35.30666666666697,35.30666666666697,228.52999966666698,308.51549955000047
2396,RegionB,248.53333333333512,0.0,248.53333333333512,585.0,42.48433048433079,0.0,32.717333333333734,32.717333333333734,225.14000033333372,303.93900045000055
2397,RegionB,170.06666666666115,0.0,170.06666666666115,585.0,29.071225071224127,0.0,20.405333333332692,20.405333333332692,260.8400003333327,352.1340004499991
2398,RegionB,169.85000000000355,0.0,169.85000000000355,585.0,29.034188034188645,0.0,20.23900000000094,20.23900000000094,293.32000000000096,395.98200000000134
2399,RegionB,184.36666666666997,0.0,184.36666666666997,585.0,31.515669515670083,0.0,21.076666666667,21.076666666667,304.959999666667,411.69599955000047
2400,RegionB,100.5333333333374,0.0,100.5333333333374,585.0,17.18518518518588,0.0,10.196666666667324,10.196666666667324,335.63333366666734,453.10500045000094
2401,RegionB,56.73333333333176,0.0,56.73333333333176,585.0,9.698005698005428,0.0,5.6046666666665175,5.6046666666665175,386.9899996666665,522.4364995499998
2402,RegionB,31.866666666668607,0.0,31.866666666668607,585.0,5.447293447293779,0.0,3.1866666666668606,3.1866666666668606,364.97599966666684,492.7175995500003
2403,RegionB,27.5,0.0,27.5,585.0,4.700854700854701,0.0,2.75,2.75,366.282,494.4807
2404,RegionB,1.6666666666696983,0.0,1.6666666666696983,585.0,0.28490028490080316,0.0,0.16666666666696983,0.16666666666696983,364.521333666667,492.10380045000045
2405,RegionB,0.0,0.0,0.0,585.0,0.0,0.0,0.0,0.0,376.153333,507.80699955
2376,RegionC,121.18333333333294,114.18333333333294,7.0,540.0,22.441358024691286,16.84966666666663,0.5599999999999987,17.409666666666627,362.09999966666663,499.6979995399999
2377,RegionC,138.83333333334713,18.583333333347127,120.25,540.0,25.70987654321243,2.1200000000022556,18.42,20.54000000000226,349.0600000000022,481.70280000000304
2378,RegionC,161.7166666666676,5.8500000000008185,155.8666666666668,540.0,29.947530864197706,0.4680000000000655,23.049333333333347,23.51733333333341,388.8000003333334,536.54400046
2379,RegionC,180.4333333333334,0.33333333333303017,180.10000000000036,540.0,33.41358024691359,0.026666666666642413,25.54800000000003,25.574666666666673,388.7999996666666,536.5439995399998
2380,RegionC,160.09999999998718,0.0,160.09999999998718,540.0,29.648148148145772,0.0,20.969999999997913,20.969999999997913,388.7999999999979,536.543999999997
2381,RegionC,187.699999999998,0.0,187.699999999998,540.0,34.75925925925889,0.0,23.3899999999998,23.3899999999998,388.79999999999984,536.5439999999998
2382,RegionC,268.0,0.0,268.0,540.0,49.629629629629626,0.0,35.18,35.18,388.8,536.544
2383,RegionC,177.66666666667925,0.0,177.66666666667925,540.0,32.90123456790356,0.0,23.026666666668355,23.026666666668355,388.7999996666683,536.5439995400022
2384,RegionC,90.53333333333148,0.0,90.53333333333148,540.0,16.76543209876509,0.0,9.531333333333151,9.531333333333151,388.8000003333332,536.5440004599998
2385,RegionC,90.23333333333312,0.0,90.23333333333312,540.0,16.709876543209838,0.0,8.538666666666668,8.538666666666668,388.7999996666666,536.5439995399998
2386,RegionC,79.63333333333503,0.0,79.63333333333503,540.0,14.746913580247227,0.0,7.690666666666804,7.690666666666804,388.7999996666668,536.5439995400002
2387,RegionC,167.66666666666606,0.0,167.66666666666606,540.0,31.04938271604927,0.0,21.613666666666607,21.613666666666607,388.7999996666666,536.5439995399998
2388,RegionC,172.8666666666668,0.0,172.8666666666668,540.0,32.01234567901237,0.0,22.14933333333334,22.14933333333334,326.90000033333337,451.12200046000004
2389,RegionC,157.76666666666688,0.0,157.76666666666688,540.0,29.21604938271609,0.0,20.75199999999999,20.75199999999999,344.422,475.30236
2390,RegionC,69.66666666665924,0.0,69.66666666665924,540.0,12.90123456789986,0.0,7.06133333333208,7.06133333333208,304.58000033333207,420.3204004599982
2391,RegionC,47.400000000003274,0.0,47.400000000003274,540.0,8.777777777778384,0.0,4.298666666666977,4.298666666666977,291.613999666667,402.4273195400004
2392,RegionC,66.81666666666752,0.0,66.81666666666752,540.0,12.373456790123614,0.0,7.425333333333401,7.425333333333401,258.7300003333334,357.04740046000006
2393,RegionC,76.49999999999818,0.0,76.49999999999818,540.0,14.16666666666633,0.0,8.349999999999818,8.349999999999818,207.84999999999982,286.83299999999974
2394,RegionC,54.39999999999827,0.0,54.39999999999827,540.0,10.074074074073755,0.0,6.226999999999834,6.226999999999834,227.69999999999985,314.2259999999998
2395,RegionC,51.19999999999982,0.0,51.19999999999982,540.0,9.481481481481447,0.0,5.863999999999996,5.863999999999996,235.38,324.82439999999997
2396,RegionC,48.41666666666333,0.0,48.41666666666333,540.0,8.966049382715433,0.0,5.587666666666319,5.587666666666319,232.9699996666663,321.4985995399995
2397,RegionC,40.01666666666961,0.0,40.01666666666961,540.0,7.410493827161038,0.0,4.373333333333795,4.373333333333795,279.5700003333338,385.8066004600006
2398,RegionC,48.766666666666424,0.0,48.766666666666424,540.0,9.03086419753082,0.0,5.501333333333314,5.501333333333314,293.6600003333333,405.25080045999994
2399,RegionC,103.33333333333576,0.0,103.33333333333576,540.0,19.13580246913625,0.0,12.993333333333576,12.993333333333576,329.00000033333356,454.0200004600003
2400,RegionC,86.00000000000091,0.0,86.00000000000091,540.0,15.925925925926094,0.0,11.340000000000073,11.340000000000073,348.9993330000001,481.6190795400001
2401,RegionC,77.64999999999964,0.0,77.64999999999964,540.0,14.379629629629562,0.0,10.671999999999972,10.671999999999972,368.54799999999994,508.5962399999999
2402,RegionC,69.3166666666607,0.0,69.3166666666607,540.0,12.836419753085314,0.0,9.75866666666574,9.75866666666574,366.8586666666658,506.2649599999987
2403,RegionC,27.016666666668243,0.0,27.016666666668243,540.0,5.003086419753378,0.0,3.44800000000032,3.44800000000032,360.54800000000034,497.55624000000046
2404,RegionC,7.699999999997999,0.0,7.699999999997999,540.0,1.4259259259255554,0.0,0.7699999999998,0.7699999999998,356.2699999999998,491.6525999999997
2405,RegionC,0.0,0.0,0.0,540.0,0.0,0.0,0.0,0.0,362.527333,500.28771953999996
2376,RegionD,357.38333333331366,228.38333333331366,129.0,1472.0,24.278759057969676,33.765333333330226,20.04,53.805333333330225,360.5600003333302,461.51680042666266
2377,RegionD,300.03333333333785,25.50000000000091,274.53333333333694,1472.0,20.382699275362626,2.550000000000091,43.325333333333916,45.875333333334005,375.84000033333405,481.0752004266676
2378,RegionD,397.7666666666737,15.16666666666788,382.6000000000058,1472.0,27.022192028985984,1.5166666666667878,59.236000000000935,60.75266666666772,409.69999966666774,524.4159995733347
2379,RegionD,523.5999999999995,9.0,514.5999999999995,1472.0,35.570652173913004,0.9,80.16299999999981,81.06299999999982,454.8899999999998,582.2591999999997
2380,RegionD,411.1833333333316,3.0000000000013642,408.1833333333302,1472.0,27.93365036231872,0.30000000000013644,62.06933333333284,62.36933333333298,463.79000033333296,593.6512004266662
2381,RegionD,464.40000000000236,0.0,464.40000000000236,1472.0,31.548913043478418,0.0,71.06400000000039,71.06400000000039,473.72000000000037,606.3616000000005
2382,RegionD,522.116666666665,0.0,522.116666666665,1472.0,35.4698822463767,0.0,79.23599999999982,79.23599999999982,443.7899999999998,568.0511999999998
2383,RegionD,624.7000000000071,0.0,624.7000000000071,1472.0,42.438858695652655,0.0,95.57400000000106,95.57400000000106,463.0500000000011,592.7040000000014
2384,RegionD,475.83333333331393,0.0,475.83333333331393,1472.0,32.325634057969694,0.0,73.46233333333004,73.46233333333004,455.82000033333003,583.4496004266624
2385,RegionD,333.2333333333436,0.0,333.2333333333436,1472.0,22.638134057971712,0.0,50.367333333334734,50.367333333334734,426.63000033333475,546.0864004266684
2386,RegionD,376.4000000000178,0.0,376.4000000000178,1472.0,25.570652173914254,0.0,53.90400000000287,53.90400000000287,399.4300000000029,511.27040000000375
2387,RegionD,453.6666666666674,0.0,453.6666666666674,1472.0,30.819746376811647,0.0,66.7626666666664,66.7626666666664,351.44999966666643,449.85599957333307
2388,RegionD,371.4999999999691,0.0,371.4999999999691,1472.0,25.237771739128334,0.0,53.719999999995046,53.719999999995046,342.059999999995,437.8367999999936
2389,RegionD,390.43333333332566,0.0,390.43333333332566,1472.0,26.524003623187884,0.0,56.998666666665365,56.998666666665365,333.74099966666535,427.1884795733317
2390,RegionD,689.0333333333338,0.0,689.0333333333338,1472.0,46.80932971014495,0.0,102.92333333333337,102.92333333333337,323.5020003333334,414.08256042666676
2391,RegionD,742.4833333333386,0.0,742.4833333333386,1472.0,50.440443840580066,0.0,111.9363333333342,111.9363333333342,275.6790003333342,352.8691204266678
2392,RegionD,831.5333333333588,0.0,831.5333333333588,1472.0,56.49003623188578,0.0,126.06033333333743,126.06033333333743,261.1500003333374,334.27200042667187
2393,RegionD,586.4666666666853,0.0,586.4666666666853,1472.0,39.84148550724765,0.0,88.59266666666964,88.59266666666964,251.43999966666962,321.84319957333713
2394,RegionD,643.6833333333366,0.0,643.6833333333366,1472.0,43.7284873188408,0.0,97.84133333333398,97.84133333333398,250.14000033333397,320.1792004266675
2395,RegionD,695.0333333333069,0.0,695.0333333333069,1472.0,47.21693840579531,0.0,103.98466666666259,103.98466666666259,239.7999996666626,306.94399957332814
2396,RegionD,721.8666666666522,0.0,721.8666666666522,1472.0,49.03985507246279,0.0,105.88766666666426,105.88766666666426,254.93999966666428,326.32319957333027
2397,RegionD,591.466666666648,0.0,591.466666666648,1472.0,40.181159420288594,0.0,85.48166666666351,85.48166666666351,255.74999966666354,327.35999957332933
2398,RegionD,654.9833333333477,0.0,654.9833333333477,1472.0,44.49615036231982,0.0,98.39733333333574,98.39733333333574,290.52000033333576,371.8656004266698
2399,RegionD,493.6333333333396,0.0,493.6333333333396,1472.0,33.534873188406216,0.0,74.44133333333421,74.44133333333421,312.45000033333423,399.9360004266678
2400,RegionD,362.64999999998827,0.0,362.64999999998827,1472.0,24.63654891304268,0.0,54.795999999998244,54.795999999998244,351.2359999999982,449.58207999999775
2401,RegionD,213.349999999999,0.0,213.349999999999,1472.0,14.493885869565148,0.0,31.674999999999898,31.674999999999898,336.2589999999999,430.4115199999999
2402,RegionD,167.16666666665787,0.0,167.16666666665787,1472.0,11.356431159419692,0.0,25.89266666666552,25.89266666666552,334.9843336666655,428.7799470933319
2403,RegionD,123.0,0.0,123.0,1472.0,8.355978260869565,0.0,19.68,19.68,330.674333,423.26314623999997
2404,RegionD,8.199999999992542,0.0,8.199999999992542,1472.0,0.5570652173907977,0.0,1.3119999999988068,1.3119999999988068,358.6576669999988,459.0818137599985
2405,RegionD,0.0,0.0,0.0,1472.0,0.0,0.0,0.0,0.0,359.761333,460.49450623999996
2376,RegionE,412.73333333334085,283.73333333334176,128.9999999999991,1012.0,40.78392621870957,43.081333333334655,19.559999999999903,62.64133333333456,347.48000033333454,434.3500004166682
2377,RegionE,732.666666666667,240.66666666666697,492.0,1012.0,72.39789196310939,36.69333333333336,75.02000000000001,111.71333333333337,390.3700003333334,487.9625004166667
2378,RegionE,887.7833333333674,165.0500000000079,722.7333333333595,1012.0,87.72562582345529,24.728000000001266,110.65100000000373,135.379000000005,405.870000000005,507.33750000000623
2379,RegionE,798.3999999999915,110.39999999999145,688.0,1012.0,78.89328063241022,15.983999999998634,106.24,122.22399999999863,425.4499999999986,531.8124999999983
2380,RegionE,569.2666666666523,38.399999999999636,530.8666666666527,1012.0,56.2516469038194,5.159999999999964,79.89866666666441,85.05866666666438,464.70999966666443,580.8874995833305
2381,RegionE,593.2333333332899,7.866666666669516,585.3666666666204,1012.0,58.61989459815118,1.2266666666671517,88.19866666665926,89.42533333332642,447.2200003333264,559.025000416658
2382,RegionE,333.5833333333517,0.0,333.5833333333517,1012.0,32.96277997365135,0.0,47.55333333333582,47.55333333333582,472.31000033333584,590.3875004166698
2383,RegionE,513.9999999999982,0.0,513.9999999999982,1012.0,50.790513833991916,0.0,78.09999999999982,78.09999999999982,459.7499999999998,574.6874999999998
2384,RegionE,637.2499999999982,0.0,637.2499999999982,1012.0,62.96936758893263,0.0,99.52499999999982,99.52499999999982,491.24999999999983,614.0624999999998
2385,RegionE,731.2166666666735,0.0,731.2166666666735,1012.0,72.25461133069896,0.0,115.68066666666769,115.68066666666769,424.5899996666677,530.7374995833346
2386,RegionE,691.9500000000212,0.0,691.9500000000212,1012.0,68.37450592885585,0.0,109.02000000000342,109.02000000000342,427.3800000000034,534.2250000000042
2387,RegionE,777.5333333333442,0.0,777.5333333333442,1012.0,76.83135704874942,0.0,119.99100000000196,119.99100000000196,357.05000000000194,446.31250000000244
2388,RegionE,562.0000000000018,0.0,562.0000000000018,1012.0,55.53359683794484,0.0,86.86600000000047,86.86600000000047,363.15000000000043,453.93750000000057
2389,RegionE,543.8666666666904,0.0,543.8666666666904,1012.0,53.741765480898266,0.0,83.35866666667046,83.35866666667046,338.92199966667044,423.65249958333806
2390,RegionE,989.6000000000254,0.0,989.6000000000254,1012.0,97.78656126482464,0.0,153.82000000000406,153.82000000000406,315.97300000000405,394.96625000000506
2391,RegionE,993.6499999999974,0.0,993.6499999999974,1012.0,98.18675889328037,0.0,153.64999999999964,153.64999999999964,290.5119999999996,363.13999999999953
2392,RegionE,883.4166666666538,0.0,883.4166666666538,1012.0,87.29413702239661,0.0,136.5886666666648,136.5886666666648,274.6599996666648,343.324999583331
2393,RegionE,685.2833333333397,0.0,685.2833333333397,1012.0,67.71574440052764,0.0,107.11866666666775,107.11866666666775,229.89999966666775,287.37499958333467
2394,RegionE,812.6333333333519,0.0,812.6333333333519,1012.0,80.2997364953905,0.0,127.47933333333603,127.47933333333603,239.26000033333602,299.07500041667004
2395,RegionE,917.6333333334032,0.0,917.6333333334032,1012.0,90.67523056654183,0.0,145.6333333333447,145.6333333333447,232.59000033334468,290.73750041668086
2396,RegionE,676.1333333333414,0.0,676.1333333333414,1012.0,66.81159420289936,0.0,106.20133333333462,106.20133333333462,233.77000033333462,292.21250041666826
2397,RegionE,692.6999999999789,0.0,692.6999999999789,1012.0,68.44861660078843,0.0,106.5119999999966,106.5119999999966,267.3899999999966,334.23749999999575
2398,RegionE,658.1666666666465,0.0,658.1666666666465,1012.0,65.03623188405598,0.0,99.18666666666346,99.18666666666346,302.01999966666347,377.5249995833293
2399,RegionE,575.1666666666692,0.0,575.1666666666692,1012.0,56.83465085639024,0.0,86.57866666666752,86.57866666666752,313.0799996666675,391.34999958333435
2400,RegionE,434.09999999999945,0.0,434.09999999999945,1012.0,42.89525691699599,0.0,66.76699999999985,66.76699999999985,413.4369999999999,516.7962499999999
2401,RegionE,368.6999999999962,0.0,368.6999999999962,1012.0,36.432806324110295,0.0,56.51199999999939,56.51199999999939,438.65033299999936,548.3129162499993
2402,RegionE,302.48333333333994,0.0,302.48333333333994,1012.0,29.889657444005923,0.0,46.9293333333341,46.9293333333341,429.7493333333341,537.1866666666676
2403,RegionE,258.48333333333994,0.0,258.48333333333994,1012.0,25.5418313570494,0.0,40.84300000000103,40.84300000000103,431.08300000000105,538.8537500000014
2404,RegionE,120.71666666669307,0.0,120.71666666669307,1012.0,11.928524374179158,0.0,19.09266666667085,19.09266666667085,395.3509996666709,494.18874958333856
2405,RegionE,17.25000000001046,0.0,17.25000000001046,1012.0,1.704545454546488,0.0,2.760000000001674,2.760000000001674,405.6140000000017,507.0175000000021
2376,RegionF,291.99999999997317,150.99999999997317,141.0,966.0,30.227743271218753,23.090666666662365,21.54,44.630666666662364,338.66999966666236,430.1108995766612
2377,RegionF,530.4499999999971,78.1833333333343,452.2666666666628,966.0,54.9120082815732,11.46933333333349,71.18266666666605,82.65199999999955,372.5399999999995,473.1257999999994
2378,RegionF,772.9666666666626,35.966666666662604,737.0,966.0,80.01725327812242,5.088666666665867,116.2,121.28866666666588,409.53999966666584,520.1157995766656
2379,RegionF,813.8666666666522,1.0,812.8666666666522,966.0,84.25120772946711,0.08,127.79866666666436,127.87866666666436,425.29999966666435,540.1309995766637
2380,RegionF,923.2333333333354,0.08333333333348492,923.1500000000019,966.0,95.57280883367862,0.006666666666678794,145.01500000000019,145.02166666666687,418.66999966666685,531.7108995766669
2381,RegionF,928.149999999986,0.0,928.149999999986,966.0,96.08178053830083,0.0,146.62133333333142,146.62133333333142,446.19666633333145,566.669766243331
2382,RegionF,774.0000000000236,0.0,774.0000000000236,966.0,80.12422360248691,0.0,123.2200000000038,123.2200000000038,483.8333330000038,614.4683329100048
2383,RegionF,491.76666666670735,0.0,491.76666666670735,966.0,50.90752242926577,0.0,78.44066666667308,78.44066666667308,477.5953336666731,606.5460737566749
2384,RegionF,425.3666666666413,0.0,425.3666666666413,966.0,44.03381642511815,0.0,67.9786666666626,67.9786666666626,457.6246666666626,581.1833266666615
2385,RegionF,663.6000000000022,0.0,663.6000000000022,966.0,68.69565217391327,0.0,105.53600000000034,105.53600000000034,428.9600000000003,544.7792000000004
2386,RegionF,758.3999999999978,0.0,758.3999999999978,966.0,78.5093167701861,0.0,119.98399999999967,119.98399999999967,409.37999999999965,519.9125999999995
2387,RegionF,843.0833333333326,0.0,843.0833333333326,966.0,87.27570738440295,0.0,133.57333333333324,133.57333333333324,401.96000033333326,510.4892004233332
2388,RegionF,956.4999999999613,0.0,956.4999999999613,966.0,99.01656314699392,0.0,151.75999999999382,151.75999999999382,335.2999999999938,425.8309999999922
2389,RegionF,686.6333333333409,0.0,686.6333333333409,966.0,71.08005521049078,0.0,108.16133333333455,108.16133333333455,357.83000033333457,454.44410042333493
2390,RegionF,658.5166666666732,0.0,658.5166666666732,966.0,68.169427191167,0.0,103.27600000000098,103.27600000000098,310.80300000000096,394.71981000000125
2391,RegionF,705.3166666666652,0.0,705.3166666666652,966.0,73.01414768806059,0.0,110.10166666666653,110.10166666666653,286.4529996666665,363.7953095766665
2392,RegionF,861.9833333332699,0.0,861.9833333332699,966.0,89.23222912352692,0.0,135.71933333332314,135.71933333332314,245.85000033332312,312.22950042332036
2393,RegionF,593.5666666666884,0.0,593.5666666666884,966.0,61.44582470669652,0.0,92.61066666667014,92.61066666667014,207.37333366667013,263.3641337566711
2394,RegionF,698.0166666666632,0.0,698.0166666666632,966.0,72.25845410627984,0.0,108.94666666666629,108.94666666666629,268.0966666666663,340.4827666666662
2395,RegionF,622.0999999999926,0.0,622.0999999999926,966.0,64.39958592132429,0.0,97.04799999999882,97.04799999999882,262.84999999999883,333.8194999999985
2396,RegionF,652.5999999999949,0.0,652.5999999999949,966.0,67.55693581780486,0.0,102.2199999999995,102.2199999999995,231.5999999999995,294.1319999999994
2397,RegionF,657.4999999999991,0.0,657.4999999999991,966.0,68.06418219461689,0.0,100.99999999999986,100.99999999999986,267.15999999999985,339.29319999999984
2398,RegionF,722.3000000000052,0.0,722.3000000000052,966.0,74.77225672877901,0.0,110.4100000000007,110.4100000000007,289.70000000000067,367.91900000000084
2399,RegionF,795.2499999999905,0.0,795.2499999999905,966.0,82.324016563146,0.0,123.93199999999848,123.93199999999848,340.2699999999985,432.1428999999981
2400,RegionF,583.6166666666795,0.0,583.6166666666795,966.0,60.41580400276185,0.0,91.81666666666862,91.81666666666862,450.2266666666686,571.7878666666692
2401,RegionF,370.64999999998963,0.0,370.64999999998963,966.0,38.36956521739023,0.0,59.2239999999983,59.2239999999983,374.05399999999827,475.0485799999978
2402,RegionF,181.399999999996,0.0,181.399999999996,966.0,18.77846790890228,0.0,29.02399999999936,29.02399999999936,348.97399999999936,443.1969799999992
2403,RegionF,61.0,0.0,61.0,966.0,6.3146997929606625,0.0,9.76,9.76,341.28999999999996,433.43829999999997
2404,RegionF,0.0,0.0,0.0,966.0,0.0,0.0,0.0,0.0,339.75,431.4825
2405,RegionF,0.0,0.0,0.0,966.0,0.0,0.0,0.0,0.0,374.923333,476.15263291
