TaskID,SourceRegion,ExecutionRegion,ArrivalHour,StartHour,FinishTime,GPU_Demand,Duration_h,TaskType,Latency_ms,Moved,Delayed
4202,RegionE,RegionE,2377,2377,2381.6666666666665,94.0,4.666666666666667,AITraining,5.0,0,0
14780,RegionD,RegionD,2377,2377,2381.483333333333,32.0,4.483333333333333,AITraining,5.0,0,0
20392,RegionF,RegionF,2377,2377,2382.5833333333335,110.0,5.583333333333333,AITraining,5.0,0,0
21384,RegionC,RegionC,2377,2377,2380.633333333333,110.0,3.6333333333333333,AITraining,5.0,0,0
23479,RegionD,RegionD,2377,2377,2379.1833333333334,113.0,2.183333333333333,AITraining,5.0,0,0
27509,RegionF,RegionF,2377,2377,2383.516666666667,113.0,6.516666666666667,AITraining,5.0,0,0
31710,RegionD,RegionD,2377,2377,2378.9,64.0,1.9,AITraining,5.0,0,0
41348,RegionE,RegionE,2377,2377,2382.75,71.0,5.75,AITraining,5.0,0,0
41413,RegionE,RegionE,2377,2377,2381.2,54.0,4.2,AITraining,5.0,0,0
43690,RegionE,RegionE,2377,2377,2380.133333333333,102.0,3.1333333333333333,AITraining,5.0,0,0
235,RegionE,RegionE,2378,2378,2378.4666666666667,2.0,0.4666666666666667,RealTimeInference,5.0,0,0
3444,RegionA,RegionA,2378,2378,2379.7166666666667,7.0,1.7166666666666666,RealTimeInference,5.0,0,0
24568,RegionB,RegionB,2378,2378,2380.4166666666665,4.0,2.4166666666666665,RealTimeInference,5.0,0,0
2508,RegionB,RegionB,2378,2378,2382.65,1.0,4.65,RealTimeInference,5.0,0,0
25839,RegionA,RegionA,2378,2378,2383.483333333333,1.0,5.483333333333333,RealTimeInference,5.0,0,0
18427,RegionB,RegionB,2378,2378,2382.45,18.0,4.45,BatchInference,5.0,0,0
19684,RegionF,RegionF,2378,2378,2380.016666666667,9.0,2.0166666666666666,BatchInference,5.0,0,0
27016,RegionD,RegionD,2378,2378,2379.1833333333334,23.0,1.1833333333333333,BatchInference,5.0,0,0
33839,RegionE,RegionE,2378,2378,2378.55,21.0,0.55,BatchInference,5.0,0,0
37236,RegionE,RegionE,2378,2378,2382.8,21.0,4.8,BatchInference,5.0,0,0
45584,RegionC,RegionC,2378,2378,2380.6833333333334,21.0,2.683333333333333,BatchInference,5.0,0,0
1055,RegionF,RegionF,2378,2378,2383.65,113.0,5.65,AITraining,5.0,0,0
6507,RegionC,RegionC,2378,2378,2383.35,17.0,5.35,AITraining,5.0,0,0
9591,RegionD,RegionD,2378,2378,2381.1833333333334,27.0,3.183333333333333,AITraining,5.0,0,0
16146,RegionE,RegionE,2378,2378,2378.3,60.0,0.3,AITraining,5.0,0,0
17864,RegionD,RegionD,2378,2378,2379.7,120.0,1.7,AITraining,5.0,0,0
29425,RegionF,RegionF,2378,2378,2381.883333333333,98.0,3.8833333333333333,AITraining,5.0,0,0
33418,RegionE,RegionE,2378,2378,2381.95,122.0,3.95,AITraining,5.0,0,0
36260,RegionF,RegionF,2378,2378,2381.483333333333,85.0,3.4833333333333334,AITraining,5.0,0,0
39262,RegionE,RegionE,2378,2378,2378.4333333333334,103.0,0.43333333333333335,AITraining,5.0,0,0
46688,RegionE,RegionE,2378,2378,2378.4666666666667,50.0,0.4666666666666667,AITraining,5.0,0,0
30238,RegionD,RegionD,2379,2379,2383.85,6.0,4.85,RealTimeInference,5.0,0,0
23424,RegionA,RegionA,2379,2379,2385.616666666667,5.0,6.616666666666666,RealTimeInference,5.0,0,0
30708,RegionB,RegionB,2379,2379,2385.4,1.0,6.4,RealTimeInference,5.0,0,0
2763,RegionB,RegionB,2379,2379,2382.75,15.0,3.75,BatchInference,5.0,0,0
10622,RegionC,RegionC,2379,2379,2384.5666666666666,23.0,5.566666666666666,BatchInference,5.0,0,0
11216,RegionA,RegionA,2379,2379,2384.116666666667,20.0,5.116666666666666,BatchInference,5.0,0,0
14405,RegionA,RegionA,2379,2379,2381.5833333333335,18.0,2.5833333333333335,BatchInference,5.0,0,0
31331,RegionC,RegionC,2379,2379,2380.4166666666665,5.0,1.4166666666666667,BatchInference,5.0,0,0
33741,RegionF,RegionF,2379,2379,2383.3,9.0,4.3,BatchInference,5.0,0,0
37078,RegionD,RegionD,2379,2379,2383.5833333333335,14.0,4.583333333333333,BatchInference,5.0,0,0
7973,RegionE,RegionE,2379,2379,2380.116666666667,70.0,1.1166666666666667,AITraining,5.0,0,0
9845,RegionF,RegionF,2379,2379,2379.9166666666665,102.0,0.9166666666666666,AITraining,5.0,0,0
14419,RegionD,RegionD,2379,2379,2385.4333333333334,104.0,6.433333333333334,AITraining,5.0,0,0
31539,RegionD,RegionD,2379,2379,2380.2833333333333,103.0,1.2833333333333334,AITraining,5.0,0,0
31788,RegionD,RegionD,2379,2379,2384.8166666666666,81.0,5.816666666666666,AITraining,5.0,0,0
39010,RegionD,RegionD,2379,2379,2379.3333333333335,86.0,0.3333333333333333,AITraining,5.0,0,0
28667,RegionB,RegionB,2380,2380,2381.2,6.0,1.2,RealTimeInference,5.0,0,0
46876,RegionB,RegionB,2380,2380,2382.85,3.0,2.85,RealTimeInference,5.0,0,0
24714,RegionC,RegionC,2380,2380,2385.4166666666665,5.0,5.416666666666667,RealTimeInference,5.0,0,0
29758,RegionC,RegionC,2380,2380,2386.15,7.0,6.15,RealTimeInference,5.0,0,0
11383,RegionC,RegionC,2380,2380,2381.85,22.0,1.85,BatchInference,5.0,0,0
17466,RegionE,RegionE,2380,2380,2383.85,20.0,3.85,BatchInference,5.0,0,0
24774,RegionF,RegionF,2380,2380,2381.733333333333,16.0,1.7333333333333334,BatchInference,5.0,0,0
43668,RegionB,RegionB,2380,2380,2382.8333333333335,19.0,2.8333333333333335,BatchInference,5.0,0,0
47613,RegionD,RegionD,2380,2380,2385.3333333333335,22.0,5.333333333333333,BatchInference,5.0,0,0
6052,RegionF,RegionF,2380,2380,2384.95,92.0,4.95,AITraining,5.0,0,0
18713,RegionF,RegionF,2380,2380,2381.0833333333335,38.0,1.0833333333333333,AITraining,5.0,0,0
20964,RegionB,RegionB,2380,2380,2383.5,112.0,3.5,AITraining,5.0,0,0
26584,RegionF,RegionF,2380,2381,2382.0666666666666,125.0,1.0666666666666667,AITraining,5.0,0,1
30207,RegionD,RegionD,2380,2380,2381.55,33.0,1.55,AITraining,5.0,0,0
36438,RegionB,RegionB,2380,2380,2381.2166666666667,30.0,1.2166666666666666,AITraining,5.0,0,0
40898,RegionA,RegionA,2380,2380,2382.866666666667,122.0,2.8666666666666667,AITraining,5.0,0,0
43380,RegionD,RegionD,2380,2380,2381.2166666666667,50.0,1.2166666666666666,AITraining,5.0,0,0
45172,RegionE,RegionE,2380,2380,2382.3333333333335,73.0,2.3333333333333335,AITraining,5.0,0,0
45404,RegionF,RegionF,2380,2380,2382.25,74.0,2.25,AITraining,5.0,0,0
9585,RegionB,RegionB,2381,2381,2383.0333333333333,7.0,2.033333333333333,RealTimeInference,5.0,0,0
35202,RegionC,RegionC,2381,2381,2383.9333333333334,5.0,2.933333333333333,RealTimeInference,5.0,0,0
41513,RegionC,RegionC,2381,2381,2383.383333333333,6.0,2.3833333333333333,RealTimeInference,5.0,0,0
39748,RegionC,RegionC,2381,2381,2384.35,1.0,3.35,RealTimeInference,5.0,0,0
43240,RegionA,RegionA,2381,2381,2387.5833333333335,7.0,6.583333333333333,RealTimeInference,5.0,0,0
18905,RegionA,RegionA,2381,2381,2385.1833333333334,12.0,4.183333333333334,BatchInference,5.0,0,0
22462,RegionC,RegionC,2381,2381,2383.3,23.0,2.3,BatchInference,5.0,0,0
22871,RegionE,RegionE,2381,2381,2384.8166666666666,7.0,3.816666666666667,BatchInference,5.0,0,0
28161,RegionB,RegionB,2381,2381,2385.2166666666667,4.0,4.216666666666667,BatchInference,5.0,0,0
34989,RegionA,RegionA,2381,2381,2384.366666666667,13.0,3.3666666666666667,BatchInference,5.0,0,0
35450,RegionC,RegionC,2381,2381,2383.016666666667,14.0,2.0166666666666666,BatchInference,5.0,0,0
35507,RegionA,RegionA,2381,2381,2382.8,18.0,1.8,BatchInference,5.0,0,0
12181,RegionC,RegionC,2381,2381,2383.366666666667,68.0,2.3666666666666667,AITraining,5.0,0,0
13587,RegionD,RegionD,2381,2381,2387.5333333333333,23.0,6.533333333333333,AITraining,5.0,0,0
18720,RegionF,RegionF,2381,2382,2382.866666666667,120.0,0.8666666666666667,AITraining,5.0,0,1
20139,RegionD,RegionD,2381,2381,2384.4166666666665,71.0,3.4166666666666665,AITraining,5.0,0,0
31480,RegionD,RegionD,2381,2381,2386.016666666667,84.0,5.016666666666667,AITraining,5.0,0,0
38738,RegionE,RegionE,2381,2381,2386.983333333333,85.0,5.983333333333333,AITraining,5.0,0,0
42499,RegionB,RegionB,2381,2381,2387.1,71.0,6.1,AITraining,5.0,0,0
46280,RegionE,RegionE,2381,2381,2386.8,76.0,5.8,AITraining,5.0,0,0
47509,RegionF,RegionF,2381,2382,2384.633333333333,71.0,2.6333333333333333,AITraining,5.0,0,1
7542,RegionD,RegionD,2382,2382,2382.6833333333334,7.0,0.6833333333333333,RealTimeInference,5.0,0,0
15185,RegionA,RegionA,2382,2382,2382.883333333333,1.0,0.8833333333333333,RealTimeInference,5.0,0,0
11877,RegionC,RegionC,2382,2382,2383.383333333333,7.0,1.3833333333333333,RealTimeInference,5.0,0,0
4590,RegionC,RegionC,2382,2382,2385.45,5.0,3.45,RealTimeInference,5.0,0,0
42642,RegionC,RegionC,2382,2382,2385.5,1.0,3.5,RealTimeInference,5.0,0,0
13505,RegionE,RegionE,2382,2382,2386.2833333333333,6.0,4.283333333333333,RealTimeInference,5.0,0,0
29651,RegionB,RegionB,2382,2382,2386.733333333333,7.0,4.733333333333333,RealTimeInference,5.0,0,0
3948,RegionF,RegionF,2382,2382,2387.5,1.0,5.5,RealTimeInference,5.0,0,0
403,RegionD,RegionD,2382,2382,2384.116666666667,13.0,2.1166666666666667,BatchInference,5.0,0,0
11993,RegionC,RegionC,2382,2382,2385.9333333333334,15.0,3.933333333333333,BatchInference,5.0,0,0
14772,RegionA,RegionA,2382,2382,2387.116666666667,12.0,5.116666666666666,BatchInference,5.0,0,0
16116,RegionA,RegionA,2382,2382,2387.3333333333335,7.0,5.333333333333333,BatchInference,5.0,0,0
19440,RegionE,RegionE,2382,2382,2384.0666666666666,23.0,2.066666666666667,BatchInference,5.0,0,0
36934,RegionD,RegionD,2382,2382,2384.866666666667,6.0,2.8666666666666667,BatchInference,5.0,0,0
39924,RegionC,RegionC,2382,2382,2384.6,4.0,2.6,BatchInference,5.0,0,0
49336,RegionB,RegionB,2382,2382,2387.4166666666665,8.0,5.416666666666667,BatchInference,5.0,0,0
5845,RegionD,RegionD,2382,2382,2383.516666666667,26.0,1.5166666666666666,AITraining,5.0,0,0
10704,RegionF,RegionF,2382,2382,2383.0833333333335,110.0,1.0833333333333333,AITraining,5.0,0,0
31191,RegionD,RegionD,2382,2382,2384.5833333333335,65.0,2.5833333333333335,AITraining,5.0,0,0
32894,RegionF,RegionF,2382,2382,2383.5333333333333,70.0,1.5333333333333334,AITraining,5.0,0,0
47419,RegionC,RegionC,2382,2382,2384.25,67.0,2.25,AITraining,5.0,0,0
13331,RegionB,RegionB,2383,2383,2383.8166666666666,1.0,0.8166666666666667,RealTimeInference,5.0,0,0
21103,RegionA,RegionA,2383,2383,2384.8,7.0,1.8,RealTimeInference,5.0,0,0
43047,RegionB,RegionB,2383,2383,2385.0333333333333,5.0,2.033333333333333,RealTimeInference,5.0,0,0
35298,RegionA,RegionA,2383,2383,2387.3166666666666,6.0,4.316666666666666,RealTimeInference,5.0,0,0
45061,RegionC,RegionC,2383,2383,2387.2,2.0,4.2,RealTimeInference,5.0,0,0
45879,RegionB,RegionB,2383,2383,2387.383333333333,3.0,4.383333333333334,RealTimeInference,5.0,0,0
41298,RegionA,RegionA,2383,2383,2388.35,4.0,5.35,RealTimeInference,5.0,0,0
1664,RegionE,RegionE,2383,2383,2385.1833333333334,14.0,2.183333333333333,BatchInference,5.0,0,0
4060,RegionA,RegionA,2383,2383,2385.8,8.0,2.8,BatchInference,5.0,0,0
12791,RegionA,RegionA,2383,2383,2383.866666666667,4.0,0.8666666666666667,BatchInference,5.0,0,0
24641,RegionD,RegionD,2383,2383,2384.4,12.0,1.4,BatchInference,5.0,0,0
34149,RegionA,RegionA,2383,2383,2384.6666666666665,13.0,1.6666666666666667,BatchInference,5.0,0,0
37312,RegionB,RegionB,2383,2383,2389.55,17.0,6.55,BatchInference,5.0,0,0
37918,RegionD,RegionD,2383,2383,2385.366666666667,5.0,2.3666666666666667,BatchInference,5.0,0,0
40802,RegionB,RegionB,2383,2383,2387.25,16.0,4.25,BatchInference,5.0,0,0
11304,RegionD,RegionD,2383,2383,2384.1666666666665,112.0,1.1666666666666667,AITraining,5.0,0,0
12755,RegionE,RegionE,2383,2383,2386.05,51.0,3.05,AITraining,5.0,0,0
22175,RegionE,RegionE,2383,2383,2389.516666666667,112.0,6.516666666666667,AITraining,5.0,0,0
30900,RegionF,RegionF,2383,2383,2385.1833333333334,36.0,2.183333333333333,AITraining,5.0,0,0
34377,RegionF,RegionF,2383,2383,2383.733333333333,46.0,0.7333333333333333,AITraining,5.0,0,0
34834,RegionE,RegionE,2383,2383,2386.616666666667,123.0,3.6166666666666667,AITraining,5.0,0,0
45771,RegionF,RegionF,2383,2383,2387.616666666667,77.0,4.616666666666666,AITraining,5.0,0,0
22890,RegionC,RegionC,2384,2384,2385.8,3.0,1.8,RealTimeInference,5.0,0,0
26569,RegionB,RegionB,2384,2384,2385.1,5.0,1.1,RealTimeInference,5.0,0,0
26779,RegionB,RegionB,2384,2384,2385.75,2.0,1.75,RealTimeInference,5.0,0,0
16950,RegionA,RegionA,2384,2384,2386.5333333333333,6.0,2.533333333333333,RealTimeInference,5.0,0,0
24748,RegionE,RegionE,2384,2384,2387.116666666667,1.0,3.1166666666666667,RealTimeInference,5.0,0,0
32107,RegionC,RegionC,2384,2384,2387.0833333333335,3.0,3.0833333333333335,RealTimeInference,5.0,0,0
47997,RegionA,RegionA,2384,2384,2388.0666666666666,6.0,4.066666666666666,RealTimeInference,5.0,0,0
11360,RegionE,RegionE,2384,2384,2390.5666666666666,3.0,6.566666666666666,RealTimeInference,5.0,0,0
29402,RegionC,RegionC,2384,2384,2387.133333333333,17.0,3.1333333333333333,BatchInference,5.0,0,0
33478,RegionE,RegionE,2384,2384,2386.6,6.0,2.6,BatchInference,5.0,0,0
37688,RegionD,RegionD,2384,2384,2387.766666666667,6.0,3.7666666666666666,BatchInference,5.0,0,0
10306,RegionD,RegionD,2384,2384,2388.5333333333333,68.0,4.533333333333333,AITraining,5.0,0,0
27109,RegionF,RegionF,2384,2384,2389.0,99.0,5.0,AITraining,5.0,0,0
34201,RegionB,RegionB,2384,2384,2385.9333333333334,78.0,1.9333333333333333,AITraining,5.0,0,0
44983,RegionF,RegionF,2384,2384,2388.983333333333,80.0,4.983333333333333,AITraining,5.0,0,0
46582,RegionE,RegionE,2384,2384,2385.05,33.0,1.05,AITraining,5.0,0,0
49968,RegionE,RegionE,2384,2384,2387.866666666667,120.0,3.8666666666666667,AITraining,5.0,0,0
9936,RegionC,RegionC,2385,2385,2386.516666666667,5.0,1.5166666666666666,RealTimeInference,5.0,0,0
25467,RegionB,RegionB,2385,2385,2387.866666666667,6.0,2.8666666666666667,RealTimeInference,5.0,0,0
14669,RegionB,RegionB,2385,2385,2389.616666666667,6.0,4.616666666666666,RealTimeInference,5.0,0,0
23890,RegionA,RegionA,2385,2385,2389.7833333333333,5.0,4.783333333333333,RealTimeInference,5.0,0,0
36634,RegionF,RegionF,2385,2385,2390.0833333333335,7.0,5.083333333333333,RealTimeInference,5.0,0,0
205,RegionB,RegionB,2385,2385,2389.9166666666665,6.0,4.916666666666667,BatchInference,5.0,0,0
1234,RegionB,RegionB,2385,2385,2390.5666666666666,9.0,5.566666666666666,BatchInference,5.0,0,0
31955,RegionD,RegionD,2385,2385,2387.7833333333333,16.0,2.783333333333333,BatchInference,5.0,0,0
34369,RegionD,RegionD,2385,2385,2389.9666666666667,18.0,4.966666666666667,BatchInference,5.0,0,0
41891,RegionC,RegionC,2385,2385,2387.65,15.0,2.65,BatchInference,5.0,0,0
45742,RegionC,RegionC,2385,2385,2391.366666666667,20.0,6.366666666666666,BatchInference,5.0,0,0
46875,RegionB,RegionB,2385,2385,2391.1666666666665,18.0,6.166666666666667,BatchInference,5.0,0,0
4599,RegionD,RegionD,2385,2385,2387.1666666666665,34.0,2.1666666666666665,AITraining,5.0,0,0
5277,RegionE,RegionE,2385,2385,2386.4666666666667,64.0,1.4666666666666666,AITraining,5.0,0,0
18325,RegionF,RegionF,2385,2385,2388.45,58.0,3.45,AITraining,5.0,0,0
22705,RegionE,RegionE,2385,2385,2387.25,80.0,2.25,AITraining,5.0,0,0
23514,RegionF,RegionF,2385,2385,2388.85,76.0,3.85,AITraining,5.0,0,0
26590,RegionF,RegionF,2385,2385,2389.9166666666665,27.0,4.916666666666667,AITraining,5.0,0,0
28123,RegionD,RegionD,2385,2385,2388.116666666667,30.0,3.1166666666666667,AITraining,5.0,0,0
28388,RegionF,RegionF,2385,2385,2389.8,85.0,4.8,AITraining,5.0,0,0
35571,RegionF,RegionF,2385,2385,2387.1,111.0,2.1,AITraining,5.0,0,0
43153,RegionF,RegionF,2385,2385,2386.3166666666666,36.0,1.3166666666666667,AITraining,5.0,0,0
8353,RegionB,RegionB,2386,2386,2387.25,5.0,1.25,RealTimeInference,5.0,0,0
19693,RegionA,RegionA,2386,2386,2387.2,4.0,1.2,RealTimeInference,5.0,0,0
3455,RegionC,RegionC,2386,2386,2388.866666666667,1.0,2.8666666666666667,RealTimeInference,5.0,0,0
32465,RegionB,RegionB,2386,2386,2388.4,6.0,2.4,RealTimeInference,5.0,0,0
48396,RegionA,RegionA,2386,2386,2388.6833333333334,2.0,2.683333333333333,RealTimeInference,5.0,0,0
19264,RegionD,RegionD,2386,2386,2389.3333333333335,4.0,3.3333333333333335,RealTimeInference,5.0,0,0
29239,RegionB,RegionB,2386,2386,2390.016666666667,2.0,4.016666666666667,RealTimeInference,5.0,0,0
48007,RegionC,RegionC,2386,2386,2390.266666666667,2.0,4.266666666666667,RealTimeInference,5.0,0,0
40554,RegionB,RegionB,2386,2386,2392.2,5.0,6.2,RealTimeInference,5.0,0,0
40594,RegionC,RegionC,2386,2386,2392.0833333333335,2.0,6.083333333333333,RealTimeInference,5.0,0,0
11834,RegionB,RegionB,2386,2386,2391.866666666667,19.0,5.866666666666666,BatchInference,5.0,0,0
14622,RegionB,RegionB,2386,2386,2389.6666666666665,23.0,3.6666666666666665,BatchInference,5.0,0,0
18869,RegionD,RegionD,2386,2386,2390.4333333333334,7.0,4.433333333333334,BatchInference,5.0,0,0
20632,RegionC,RegionC,2386,2386,2389.0666666666666,14.0,3.066666666666667,BatchInference,5.0,0,0
23667,RegionA,RegionA,2386,2386,2391.2166666666667,15.0,5.216666666666667,BatchInference,5.0,0,0
24949,RegionD,RegionD,2386,2386,2387.016666666667,16.0,1.0166666666666666,BatchInference,5.0,0,0
26788,RegionF,RegionF,2386,2386,2391.2833333333333,12.0,5.283333333333333,BatchInference,5.0,0,0
33605,RegionB,RegionB,2386,2386,2387.5666666666666,9.0,1.5666666666666667,BatchInference,5.0,0,0
33785,RegionD,RegionD,2386,2386,2387.866666666667,20.0,1.8666666666666667,BatchInference,5.0,0,0
39597,RegionD,RegionD,2386,2386,2391.5833333333335,17.0,5.583333333333333,BatchInference,5.0,0,0
43953,RegionE,RegionE,2386,2386,2388.7,17.0,2.7,BatchInference,5.0,0,0
2055,RegionD,RegionD,2386,2386,2388.6666666666665,116.0,2.6666666666666665,AITraining,5.0,0,0
10275,RegionE,RegionE,2386,2386,2388.0833333333335,38.0,2.0833333333333335,AITraining,5.0,0,0
15694,RegionE,RegionE,2386,2386,2388.866666666667,63.0,2.8666666666666667,AITraining,5.0,0,0
22852,RegionF,RegionF,2386,2386,2391.75,62.0,5.75,AITraining,5.0,0,0
22937,RegionF,RegionF,2386,2386,2388.2833333333333,52.0,2.283333333333333,AITraining,5.0,0,0
46192,RegionB,RegionB,2386,2386,2389.3,113.0,3.3,AITraining,5.0,0,0
12025,RegionA,RegionA,2387,2387,2387.65,2.0,0.65,RealTimeInference,5.0,0,0
23708,RegionB,RegionB,2387,2387,2388.6666666666665,7.0,1.6666666666666667,RealTimeInference,5.0,0,0
25000,RegionB,RegionB,2387,2387,2388.65,6.0,1.65,RealTimeInference,5.0,0,0
29773,RegionA,RegionA,2387,2387,2388.7833333333333,6.0,1.7833333333333334,RealTimeInference,5.0,0,0
32719,RegionA,RegionA,2387,2387,2388.8166666666666,3.0,1.8166666666666667,RealTimeInference,5.0,0,0
9168,RegionC,RegionC,2387,2387,2389.35,3.0,2.35,RealTimeInference,5.0,0,0
21428,RegionC,RegionC,2387,2387,2389.366666666667,5.0,2.3666666666666667,RealTimeInference,5.0,0,0
28952,RegionC,RegionC,2387,2387,2389.05,7.0,2.05,RealTimeInference,5.0,0,0
35544,RegionC,RegionC,2387,2387,2390.4333333333334,7.0,3.433333333333333,RealTimeInference,5.0,0,0
36735,RegionB,RegionB,2387,2387,2391.5666666666666,2.0,4.566666666666666,RealTimeInference,5.0,0,0
23146,RegionC,RegionC,2387,2387,2392.55,3.0,5.55,RealTimeInference,5.0,0,0
2374,RegionA,RegionA,2387,2387,2387.65,7.0,0.65,BatchInference,5.0,0,0
3113,RegionD,RegionD,2387,2387,2393.233333333333,15.0,6.233333333333333,BatchInference,5.0,0,0
9850,RegionE,RegionE,2387,2387,2392.733333333333,13.0,5.733333333333333,BatchInference,5.0,0,0
28165,RegionE,RegionE,2387,2387,2387.4166666666665,13.0,0.4166666666666667,BatchInference,5.0,0,0
29306,RegionE,RegionE,2387,2387,2387.6,20.0,0.6,BatchInference,5.0,0,0
31953,RegionB,RegionB,2387,2387,2392.15,19.0,5.15,BatchInference,5.0,0,0
33356,RegionB,RegionB,2387,2387,2390.366666666667,14.0,3.3666666666666667,BatchInference,5.0,0,0
33589,RegionE,RegionE,2387,2387,2391.7833333333333,22.0,4.783333333333333,BatchInference,5.0,0,0
40446,RegionA,RegionA,2387,2387,2387.5333333333333,9.0,0.5333333333333333,BatchInference,5.0,0,0
9535,RegionE,RegionE,2387,2387,2392.633333333333,58.0,5.633333333333334,AITraining,5.0,0,0
17181,RegionD,RegionD,2387,2387,2388.7,82.0,1.7,AITraining,5.0,0,0
19584,RegionE,RegionE,2387,2387,2392.8166666666666,43.0,5.816666666666666,AITraining,5.0,0,0
27713,RegionF,RegionF,2387,2387,2388.5333333333333,87.0,1.5333333333333334,AITraining,5.0,0,0
30583,RegionE,RegionE,2387,2387,2390.9,121.0,3.9,AITraining,5.0,0,0
31709,RegionD,RegionD,2387,2387,2389.4666666666667,44.0,2.466666666666667,AITraining,5.0,0,0
32656,RegionE,RegionE,2387,2387,2392.633333333333,76.0,5.633333333333334,AITraining,5.0,0,0
36369,RegionE,RegionE,2387,2387,2388.633333333333,70.0,1.6333333333333333,AITraining,5.0,0,0
36680,RegionF,RegionF,2387,2387,2392.983333333333,118.0,5.983333333333333,AITraining,5.0,0,0
38944,RegionC,RegionC,2387,2387,2390.1,91.0,3.1,AITraining,5.0,0,0
41737,RegionF,RegionF,2387,2387,2393.0666666666666,21.0,6.066666666666666,AITraining,5.0,0,0
36175,RegionA,RegionA,2388,2388,2389.4,5.0,1.4,RealTimeInference,5.0,0,0
43032,RegionB,RegionB,2388,2388,2390.2833333333333,1.0,2.283333333333333,RealTimeInference,5.0,0,0
27636,RegionA,RegionA,2388,2388,2392.233333333333,7.0,4.233333333333333,RealTimeInference,5.0,0,0
