TaskType,GPU_Demand,EstimatedDuration_min,Count,Probability
AITraining,16,386,1,6.039012017633915e-05
AITraining,16,387,1,6.039012017633915e-05
AITraining,16,389,2,0.0001207802403526783
AITraining,16,390,1,6.039012017633915e-05
AITraining,16,396,1,6.039012017633915e-05
AITraining,16,398,1,6.039012017633915e-05
AITraining,16,399,1,6.039012017633915e-05
AITraining,17,12,1,6.039012017633915e-05
AITraining,17,14,1,6.039012017633915e-05
AITraining,17,16,1,6.039012017633915e-05
AITraining,17,17,1,6.039012017633915e-05
AITraining,17,22,1,6.039012017633915e-05
AITraining,17,29,2,0.0001207802403526783
AITraining,17,34,1,6.039012017633915e-05
AITraining,17,36,2,0.0001207802403526783
AITraining,17,41,2,0.0001207802403526783
AITraining,17,44,1,6.039012017633915e-05
AITraining,17,45,2,0.0001207802403526783
AITraining,17,47,1,6.039012017633915e-05
AITraining,17,52,1,6.039012017633915e-05
AITraining,17,53,1,6.039012017633915e-05
AITraining,17,54,1,6.039012017633915e-05
AITraining,17,59,1,6.039012017633915e-05
AITraining,17,60,1,6.039012017633915e-05
AITraining,17,67,1,6.039012017633915e-05
AITraining,17,68,1,6.039012017633915e-05
AITraining,17,71,1,6.039012017633915e-05
AITraining,17,74,1,6.039012017633915e-05
AITraining,17,75,1,6.039012017633915e-05
AITraining,17,76,1,6.039012017633915e-05
AITraining,17,77,1,6.039012017633915e-05
AITraining,17,79,1,6.039012017633915e-05
AITraining,17,80,2,0.0001207802403526783
AITraining,17,82,1,6.039012017633915e-05
AITraining,17,92,1,6.039012017633915e-05
AITraining,17,93,1,6.039012017633915e-05
AITraining,17,98,1,6.039012017633915e-05
AITraining,17,99,1,6.039012017633915e-05
AITraining,17,100,1,6.039012017633915e-05
AITraining,17,103,1,6.039012017633915e-05
AITraining,17,104,1,6.039012017633915e-05
AITraining,17,106,1,6.039012017633915e-05
AITraining,17,107,1,6.039012017633915e-05
AITraining,17,108,1,6.039012017633915e-05
AITraining,17,109,2,0.0001207802403526783
AITraining,17,110,1,6.039012017633915e-05
AITraining,17,113,1,6.039012017633915e-05
AITraining,17,114,3,0.00018117036052901745
AITraining,17,115,1,6.039012017633915e-05
AITraining,17,120,1,6.039012017633915e-05
AITraining,17,121,1,6.039012017633915e-05
AITraining,17,122,1,6.039012017633915e-05
AITraining,17,125,1,6.039012017633915e-05
AITraining,17,128,2,0.0001207802403526783
AITraining,17,133,2,0.0001207802403526783
AITraining,17,134,2,0.0001207802403526783
AITraining,17,137,1,6.039012017633915e-05
AITraining,17,138,2,0.0001207802403526783
AITraining,17,163,1,6.039012017633915e-05
AITraining,17,164,1,6.039012017633915e-05
AITraining,17,167,1,6.039012017633915e-05
AITraining,17,175,1,6.039012017633915e-05
AITraining,17,177,1,6.039012017633915e-05
AITraining,17,180,1,6.039012017633915e-05
AITraining,17,181,2,0.0001207802403526783
AITraining,17,182,3,0.00018117036052901745
AITraining,17,184,1,6.039012017633915e-05
AITraining,17,185,1,6.039012017633915e-05
AITraining,17,187,1,6.039012017633915e-05
AITraining,17,188,1,6.039012017633915e-05
AITraining,17,190,1,6.039012017633915e-05
AITraining,17,194,1,6.039012017633915e-05
AITraining,17,197,1,6.039012017633915e-05
AITraining,17,200,2,0.0001207802403526783
AITraining,17,203,1,6.039012017633915e-05
AITraining,17,204,1,6.039012017633915e-05
AITraining,17,210,1,6.039012017633915e-05
AITraining,17,211,1,6.039012017633915e-05
AITraining,17,215,1,6.039012017633915e-05
AITraining,17,216,1,6.039012017633915e-05
AITraining,17,218,1,6.039012017633915e-05
AITraining,17,219,1,6.039012017633915e-05
AITraining,17,222,1,6.039012017633915e-05
AITraining,17,224,1,6.039012017633915e-05
AITraining,17,229,3,0.00018117036052901745
AITraining,17,230,2,0.0001207802403526783
AITraining,17,232,1,6.039012017633915e-05
AITraining,17,233,1,6.039012017633915e-05
AITraining,17,237,2,0.0001207802403526783
AITraining,17,240,2,0.0001207802403526783
AITraining,17,244,1,6.039012017633915e-05
AITraining,17,245,2,0.0001207802403526783
AITraining,17,247,1,6.039012017633915e-05
AITraining,17,248,1,6.039012017633915e-05
AITraining,17,256,2,0.0001207802403526783
AITraining,17,261,1,6.039012017633915e-05
AITraining,17,262,1,6.039012017633915e-05
AITraining,17,263,2,0.0001207802403526783
AITraining,17,268,1,6.039012017633915e-05
AITraining,17,270,1,6.039012017633915e-05
AITraining,17,272,2,0.0001207802403526783
AITraining,17,275,2,0.0001207802403526783
AITraining,17,276,1,6.039012017633915e-05
AITraining,17,278,1,6.039012017633915e-05
AITraining,17,280,1,6.039012017633915e-05
AITraining,17,281,1,6.039012017633915e-05
AITraining,17,282,2,0.0001207802403526783
AITraining,17,289,1,6.039012017633915e-05
AITraining,17,293,1,6.039012017633915e-05
AITraining,17,301,2,0.0001207802403526783
AITraining,17,302,1,6.039012017633915e-05
AITraining,17,306,1,6.039012017633915e-05
AITraining,17,309,2,0.0001207802403526783
AITraining,17,311,2,0.0001207802403526783
AITraining,17,314,1,6.039012017633915e-05
AITraining,17,319,1,6.039012017633915e-05
AITraining,17,321,1,6.039012017633915e-05
AITraining,17,325,1,6.039012017633915e-05
AITraining,17,328,1,6.039012017633915e-05
AITraining,17,332,2,0.0001207802403526783
AITraining,17,335,1,6.039012017633915e-05
AITraining,17,336,1,6.039012017633915e-05
AITraining,17,337,1,6.039012017633915e-05
AITraining,17,338,1,6.039012017633915e-05
AITraining,17,339,1,6.039012017633915e-05
AITraining,17,341,2,0.0001207802403526783
AITraining,17,342,2,0.0001207802403526783
AITraining,17,347,1,6.039012017633915e-05
AITraining,17,353,1,6.039012017633915e-05
AITraining,17,360,1,6.039012017633915e-05
AITraining,17,361,1,6.039012017633915e-05
AITraining,17,364,1,6.039012017633915e-05
AITraining,17,365,1,6.039012017633915e-05
AITraining,17,369,1,6.039012017633915e-05
AITraining,17,370,1,6.039012017633915e-05
AITraining,17,371,1,6.039012017633915e-05
AITraining,17,372,1,6.039012017633915e-05
AITraining,17,377,1,6.039012017633915e-05
AITraining,17,386,1,6.039012017633915e-05
AITraining,17,390,1,6.039012017633915e-05
AITraining,17,393,2,0.0001207802403526783
AITraining,17,394,1,6.039012017633915e-05
AITraining,17,396,1,6.039012017633915e-05
AITraining,18,11,1,6.039012017633915e-05
AITraining,18,12,2,0.0001207802403526783
AITraining,18,13,1,6.039012017633915e-05
AITraining,18,14,2,0.0001207802403526783
AITraining,18,17,1,6.039012017633915e-05
AITraining,18,18,1,6.039012017633915e-05
AITraining,18,21,1,6.039012017633915e-05
AITraining,18,25,2,0.0001207802403526783
AITraining,18,27,1,6.039012017633915e-05
AITraining,18,28,1,6.039012017633915e-05
AITraining,18,30,1,6.039012017633915e-05
AITraining,18,33,1,6.039012017633915e-05
AITraining,18,34,1,6.039012017633915e-05
AITraining,18,36,1,6.039012017633915e-05
AITraining,18,37,3,0.00018117036052901745
AITraining,18,38,1,6.039012017633915e-05
AITraining,18,42,1,6.039012017633915e-05
AITraining,18,44,1,6.039012017633915e-05
AITraining,18,45,1,6.039012017633915e-05
AITraining,18,47,1,6.039012017633915e-05
AITraining,18,51,1,6.039012017633915e-05
AITraining,18,54,2,0.0001207802403526783
AITraining,18,56,1,6.039012017633915e-05
AITraining,18,63,1,6.039012017633915e-05
AITraining,18,64,1,6.039012017633915e-05
AITraining,18,67,1,6.039012017633915e-05
AITraining,18,69,1,6.039012017633915e-05
AITraining,18,72,2,0.0001207802403526783
AITraining,18,76,1,6.039012017633915e-05
AITraining,18,78,1,6.039012017633915e-05
AITraining,18,79,1,6.039012017633915e-05
AITraining,18,85,1,6.039012017633915e-05
AITraining,18,87,1,6.039012017633915e-05
AITraining,18,88,1,6.039012017633915e-05
AITraining,18,89,1,6.039012017633915e-05
AITraining,18,92,1,6.039012017633915e-05
AITraining,18,94,1,6.039012017633915e-05
AITraining,18,95,1,6.039012017633915e-05
AITraining,18,100,1,6.039012017633915e-05
AITraining,18,107,1,6.039012017633915e-05
AITraining,18,109,1,6.039012017633915e-05
AITraining,18,110,1,6.039012017633915e-05
AITraining,18,112,1,6.039012017633915e-05
AITraining,18,113,1,6.039012017633915e-05
AITraining,18,116,1,6.039012017633915e-05
AITraining,18,117,1,6.039012017633915e-05
AITraining,18,119,1,6.039012017633915e-05
AITraining,18,122,1,6.039012017633915e-05
AITraining,18,124,1,6.039012017633915e-05
AITraining,18,132,1,6.039012017633915e-05
AITraining,18,134,2,0.0001207802403526783
AITraining,18,142,1,6.039012017633915e-05
AITraining,18,144,1,6.039012017633915e-05
AITraining,18,148,2,0.0001207802403526783
AITraining,18,151,1,6.039012017633915e-05
AITraining,18,157,1,6.039012017633915e-05
AITraining,18,172,1,6.039012017633915e-05
AITraining,18,173,2,0.0001207802403526783
AITraining,18,180,1,6.039012017633915e-05
AITraining,18,182,1,6.039012017633915e-05
AITraining,18,186,1,6.039012017633915e-05
AITraining,18,190,1,6.039012017633915e-05
AITraining,18,195,1,6.039012017633915e-05
AITraining,18,197,1,6.039012017633915e-05
AITraining,18,207,1,6.039012017633915e-05
AITraining,18,209,1,6.039012017633915e-05
AITraining,18,210,1,6.039012017633915e-05
AITraining,18,211,1,6.039012017633915e-05
AITraining,18,213,2,0.0001207802403526783
AITraining,18,214,1,6.039012017633915e-05
AITraining,18,215,2,0.0001207802403526783
AITraining,18,221,1,6.039012017633915e-05
AITraining,18,234,1,6.039012017633915e-05
AITraining,18,237,1,6.039012017633915e-05
AITraining,18,239,2,0.0001207802403526783
AITraining,18,240,1,6.039012017633915e-05
AITraining,18,244,1,6.039012017633915e-05
AITraining,18,245,2,0.0001207802403526783
AITraining,18,246,3,0.00018117036052901745
AITraining,18,248,1,6.039012017633915e-05
AITraining,18,256,1,6.039012017633915e-05
AITraining,18,262,1,6.039012017633915e-05
AITraining,18,263,1,6.039012017633915e-05
AITraining,18,265,2,0.0001207802403526783
AITraining,18,269,1,6.039012017633915e-05
AITraining,18,270,1,6.039012017633915e-05
AITraining,18,275,2,0.0001207802403526783
AITraining,18,279,1,6.039012017633915e-05
AITraining,18,281,1,6.039012017633915e-05
AITraining,18,284,1,6.039012017633915e-05
AITraining,18,286,1,6.039012017633915e-05
AITraining,18,287,1,6.039012017633915e-05
AITraining,18,288,1,6.039012017633915e-05
AITraining,18,291,1,6.039012017633915e-05
AITraining,18,303,1,6.039012017633915e-05
AITraining,18,307,2,0.0001207802403526783
AITraining,18,308,1,6.039012017633915e-05
AITraining,18,312,1,6.039012017633915e-05
AITraining,18,319,1,6.039012017633915e-05
AITraining,18,320,1,6.039012017633915e-05
AITraining,18,323,1,6.039012017633915e-05
AITraining,18,324,1,6.039012017633915e-05
AITraining,18,325,1,6.039012017633915e-05
AITraining,18,327,1,6.039012017633915e-05
AITraining,18,328,1,6.039012017633915e-05
AITraining,18,329,2,0.0001207802403526783
AITraining,18,335,3,0.00018117036052901745
AITraining,18,338,1,6.039012017633915e-05
AITraining,18,344,1,6.039012017633915e-05
AITraining,18,347,1,6.039012017633915e-05
AITraining,18,350,1,6.039012017633915e-05
AITraining,18,351,1,6.039012017633915e-05
AITraining,18,352,1,6.039012017633915e-05
AITraining,18,354,1,6.039012017633915e-05
AITraining,18,356,1,6.039012017633915e-05
AITraining,18,357,1,6.039012017633915e-05
AITraining,18,359,1,6.039012017633915e-05
AITraining,18,362,1,6.039012017633915e-05
AITraining,18,364,1,6.039012017633915e-05
AITraining,18,376,1,6.039012017633915e-05
AITraining,18,378,1,6.039012017633915e-05
AITraining,18,379,1,6.039012017633915e-05
AITraining,18,380,1,6.039012017633915e-05
AITraining,18,386,2,0.0001207802403526783
AITraining,18,387,3,0.00018117036052901745
AITraining,18,389,1,6.039012017633915e-05
AITraining,18,392,2,0.0001207802403526783
AITraining,18,393,2,0.0001207802403526783
AITraining,18,394,1,6.039012017633915e-05
AITraining,19,10,1,6.039012017633915e-05
AITraining,19,11,1,6.039012017633915e-05
AITraining,19,12,2,0.0001207802403526783
AITraining,19,13,1,6.039012017633915e-05
AITraining,19,15,1,6.039012017633915e-05
AITraining,19,16,1,6.039012017633915e-05
AITraining,19,17,1,6.039012017633915e-05
AITraining,19,21,1,6.039012017633915e-05
AITraining,19,23,1,6.039012017633915e-05
AITraining,19,24,2,0.0001207802403526783
AITraining,19,27,2,0.0001207802403526783
AITraining,19,29,1,6.039012017633915e-05
AITraining,19,32,1,6.039012017633915e-05
AITraining,19,37,1,6.039012017633915e-05
AITraining,19,38,1,6.039012017633915e-05
AITraining,19,40,2,0.0001207802403526783
AITraining,19,41,2,0.0001207802403526783
AITraining,19,46,1,6.039012017633915e-05
AITraining,19,47,1,6.039012017633915e-05
AITraining,19,48,1,6.039012017633915e-05
AITraining,19,54,1,6.039012017633915e-05
AITraining,19,56,1,6.039012017633915e-05
AITraining,19,57,1,6.039012017633915e-05
AITraining,19,58,1,6.039012017633915e-05
AITraining,19,65,1,6.039012017633915e-05
AITraining,19,67,1,6.039012017633915e-05
AITraining,19,80,1,6.039012017633915e-05
AITraining,19,82,1,6.039012017633915e-05
AITraining,19,83,1,6.039012017633915e-05
AITraining,19,88,1,6.039012017633915e-05
AITraining,19,91,2,0.0001207802403526783
AITraining,19,93,3,0.00018117036052901745
AITraining,19,99,1,6.039012017633915e-05
AITraining,19,105,1,6.039012017633915e-05
AITraining,19,108,2,0.0001207802403526783
AITraining,19,115,1,6.039012017633915e-05
AITraining,19,118,2,0.0001207802403526783
AITraining,19,122,1,6.039012017633915e-05
AITraining,19,123,2,0.0001207802403526783
AITraining,19,124,2,0.0001207802403526783
AITraining,19,128,1,6.039012017633915e-05
AITraining,19,129,1,6.039012017633915e-05
AITraining,19,135,1,6.039012017633915e-05
AITraining,19,141,1,6.039012017633915e-05
AITraining,19,145,1,6.039012017633915e-05
AITraining,19,146,1,6.039012017633915e-05
AITraining,19,147,1,6.039012017633915e-05
AITraining,19,152,1,6.039012017633915e-05
AITraining,19,155,1,6.039012017633915e-05
AITraining,19,162,1,6.039012017633915e-05
AITraining,19,163,1,6.039012017633915e-05
AITraining,19,170,1,6.039012017633915e-05
AITraining,19,174,1,6.039012017633915e-05
AITraining,19,175,1,6.039012017633915e-05
AITraining,19,181,1,6.039012017633915e-05
AITraining,19,182,1,6.039012017633915e-05
AITraining,19,184,1,6.039012017633915e-05
AITraining,19,187,1,6.039012017633915e-05
AITraining,19,189,1,6.039012017633915e-05
AITraining,19,196,1,6.039012017633915e-05
AITraining,19,199,1,6.039012017633915e-05
AITraining,19,200,1,6.039012017633915e-05
AITraining,19,202,1,6.039012017633915e-05
AITraining,19,205,1,6.039012017633915e-05
AITraining,19,209,1,6.039012017633915e-05
AITraining,19,214,2,0.0001207802403526783
AITraining,19,216,1,6.039012017633915e-05
AITraining,19,219,2,0.0001207802403526783
AITraining,19,220,1,6.039012017633915e-05
AITraining,19,222,2,0.0001207802403526783
AITraining,19,226,1,6.039012017633915e-05
AITraining,19,229,1,6.039012017633915e-05
AITraining,19,239,1,6.039012017633915e-05
AITraining,19,240,1,6.039012017633915e-05
AITraining,19,242,1,6.039012017633915e-05
AITraining,19,248,1,6.039012017633915e-05
AITraining,19,251,1,6.039012017633915e-05
AITraining,19,258,2,0.0001207802403526783
AITraining,19,259,3,0.00018117036052901745
AITraining,19,264,1,6.039012017633915e-05
AITraining,19,266,1,6.039012017633915e-05
AITraining,19,270,1,6.039012017633915e-05
AITraining,19,272,1,6.039012017633915e-05
AITraining,19,277,1,6.039012017633915e-05
AITraining,19,279,1,6.039012017633915e-05
AITraining,19,284,1,6.039012017633915e-05
AITraining,19,290,2,0.0001207802403526783
AITraining,19,295,1,6.039012017633915e-05
AITraining,19,296,1,6.039012017633915e-05
AITraining,19,302,1,6.039012017633915e-05
AITraining,19,307,1,6.039012017633915e-05
AITraining,19,311,1,6.039012017633915e-05
AITraining,19,313,2,0.0001207802403526783
AITraining,19,314,1,6.039012017633915e-05
AITraining,19,317,1,6.039012017633915e-05
AITraining,19,318,1,6.039012017633915e-05
AITraining,19,326,1,6.039012017633915e-05
AITraining,19,330,1,6.039012017633915e-05
AITraining,19,335,1,6.039012017633915e-05
AITraining,19,339,2,0.0001207802403526783
AITraining,19,341,2,0.0001207802403526783
AITraining,19,342,1,6.039012017633915e-05
AITraining,19,343,1,6.039012017633915e-05
AITraining,19,348,2,0.0001207802403526783
AITraining,19,349,3,0.00018117036052901745
AITraining,19,351,1,6.039012017633915e-05
AITraining,19,354,1,6.039012017633915e-05
AITraining,19,355,1,6.039012017633915e-05
AITraining,19,363,1,6.039012017633915e-05
AITraining,19,365,3,0.00018117036052901745
AITraining,19,370,1,6.039012017633915e-05
AITraining,19,371,1,6.039012017633915e-05
AITraining,19,374,2,0.0001207802403526783
AITraining,19,375,1,6.039012017633915e-05
AITraining,19,377,1,6.039012017633915e-05
AITraining,19,381,1,6.039012017633915e-05
AITraining,19,382,1,6.039012017633915e-05
AITraining,19,385,1,6.039012017633915e-05
AITraining,19,387,1,6.039012017633915e-05
AITraining,19,390,1,6.039012017633915e-05
AITraining,19,391,1,6.039012017633915e-05
AITraining,19,396,1,6.039012017633915e-05
AITraining,19,398,1,6.039012017633915e-05
AITraining,20,15,2,0.0001207802403526783
AITraining,20,21,1,6.039012017633915e-05
AITraining,20,25,1,6.039012017633915e-05
AITraining,20,29,1,6.039012017633915e-05
AITraining,20,33,2,0.0001207802403526783
AITraining,20,34,1,6.039012017633915e-05
AITraining,20,38,1,6.039012017633915e-05
AITraining,20,48,1,6.039012017633915e-05
AITraining,20,49,1,6.039012017633915e-05
AITraining,20,51,2,0.0001207802403526783
AITraining,20,52,1,6.039012017633915e-05
AITraining,20,53,1,6.039012017633915e-05
AITraining,20,55,1,6.039012017633915e-05
AITraining,20,61,1,6.039012017633915e-05
AITraining,20,62,1,6.039012017633915e-05
AITraining,20,64,1,6.039012017633915e-05
AITraining,20,70,1,6.039012017633915e-05
AITraining,20,72,1,6.039012017633915e-05
AITraining,20,77,1,6.039012017633915e-05
AITraining,20,80,1,6.039012017633915e-05
AITraining,20,82,1,6.039012017633915e-05
AITraining,20,84,1,6.039012017633915e-05
AITraining,20,87,1,6.039012017633915e-05
AITraining,20,89,2,0.0001207802403526783
AITraining,20,92,1,6.039012017633915e-05
AITraining,20,93,1,6.039012017633915e-05
AITraining,20,94,1,6.039012017633915e-05
AITraining,20,95,1,6.039012017633915e-05
AITraining,20,96,1,6.039012017633915e-05
AITraining,20,97,1,6.039012017633915e-05
AITraining,20,99,2,0.0001207802403526783
AITraining,20,103,1,6.039012017633915e-05
AITraining,20,109,1,6.039012017633915e-05
AITraining,20,112,1,6.039012017633915e-05
AITraining,20,116,1,6.039012017633915e-05
AITraining,20,117,1,6.039012017633915e-05
AITraining,20,122,1,6.039012017633915e-05
AITraining,20,123,1,6.039012017633915e-05
AITraining,20,124,2,0.0001207802403526783
AITraining,20,127,1,6.039012017633915e-05
AITraining,20,128,1,6.039012017633915e-05
AITraining,20,129,1,6.039012017633915e-05
AITraining,20,130,1,6.039012017633915e-05
AITraining,20,132,1,6.039012017633915e-05
AITraining,20,133,1,6.039012017633915e-05
AITraining,20,136,1,6.039012017633915e-05
AITraining,20,150,2,0.0001207802403526783
AITraining,20,152,1,6.039012017633915e-05
AITraining,20,153,1,6.039012017633915e-05
AITraining,20,154,1,6.039012017633915e-05
AITraining,20,159,1,6.039012017633915e-05
AITraining,20,166,1,6.039012017633915e-05
AITraining,20,169,1,6.039012017633915e-05
AITraining,20,173,2,0.0001207802403526783
AITraining,20,175,2,0.0001207802403526783
AITraining,20,178,1,6.039012017633915e-05
AITraining,20,180,1,6.039012017633915e-05
AITraining,20,181,2,0.0001207802403526783
AITraining,20,182,1,6.039012017633915e-05
AITraining,20,185,1,6.039012017633915e-05
AITraining,20,186,1,6.039012017633915e-05
AITraining,20,190,1,6.039012017633915e-05
AITraining,20,191,1,6.039012017633915e-05
AITraining,20,195,1,6.039012017633915e-05
AITraining,20,198,1,6.039012017633915e-05
AITraining,20,205,1,6.039012017633915e-05
AITraining,20,211,1,6.039012017633915e-05
AITraining,20,219,1,6.039012017633915e-05
AITraining,20,221,2,0.0001207802403526783
AITraining,20,222,1,6.039012017633915e-05
AITraining,20,223,1,6.039012017633915e-05
AITraining,20,225,1,6.039012017633915e-05
AITraining,20,229,1,6.039012017633915e-05
AITraining,20,239,1,6.039012017633915e-05
AITraining,20,244,1,6.039012017633915e-05
AITraining,20,247,1,6.039012017633915e-05
AITraining,20,262,2,0.0001207802403526783
AITraining,20,263,1,6.039012017633915e-05
AITraining,20,265,1,6.039012017633915e-05
AITraining,20,271,1,6.039012017633915e-05
AITraining,20,273,1,6.039012017633915e-05
AITraining,20,275,1,6.039012017633915e-05
AITraining,20,277,1,6.039012017633915e-05
AITraining,20,280,1,6.039012017633915e-05
AITraining,20,282,1,6.039012017633915e-05
AITraining,20,285,1,6.039012017633915e-05
AITraining,20,288,1,6.039012017633915e-05
AITraining,20,290,1,6.039012017633915e-05
AITraining,20,292,1,6.039012017633915e-05
AITraining,20,293,1,6.039012017633915e-05
AITraining,20,298,1,6.039012017633915e-05
AITraining,20,309,2,0.0001207802403526783
AITraining,20,319,1,6.039012017633915e-05
AITraining,20,321,1,6.039012017633915e-05
AITraining,20,323,1,6.039012017633915e-05
AITraining,20,327,1,6.039012017633915e-05
AITraining,20,330,1,6.039012017633915e-05
AITraining,20,333,2,0.0001207802403526783
AITraining,20,336,1,6.039012017633915e-05
AITraining,20,337,1,6.039012017633915e-05
AITraining,20,340,1,6.039012017633915e-05
AITraining,20,346,2,0.0001207802403526783
AITraining,20,347,1,6.039012017633915e-05
AITraining,20,350,1,6.039012017633915e-05
AITraining,20,353,2,0.0001207802403526783
AITraining,20,357,1,6.039012017633915e-05
AITraining,20,361,1,6.039012017633915e-05
AITraining,20,362,1,6.039012017633915e-05
AITraining,20,365,1,6.039012017633915e-05
AITraining,20,368,1,6.039012017633915e-05
AITraining,20,374,1,6.039012017633915e-05
AITraining,20,376,2,0.0001207802403526783
AITraining,20,385,1,6.039012017633915e-05
AITraining,20,388,1,6.039012017633915e-05
AITraining,20,389,1,6.039012017633915e-05
AITraining,20,392,1,6.039012017633915e-05
AITraining,20,399,1,6.039012017633915e-05
AITraining,21,13,1,6.039012017633915e-05
AITraining,21,14,1,6.039012017633915e-05
AITraining,21,19,1,6.039012017633915e-05
AITraining,21,21,2,0.0001207802403526783
AITraining,21,24,1,6.039012017633915e-05
AITraining,21,26,1,6.039012017633915e-05
AITraining,21,28,1,6.039012017633915e-05
AITraining,21,30,1,6.039012017633915e-05
AITraining,21,32,1,6.039012017633915e-05
AITraining,21,34,1,6.039012017633915e-05
AITraining,21,35,4,0.0002415604807053566
AITraining,21,40,1,6.039012017633915e-05
AITraining,21,41,2,0.0001207802403526783
AITraining,21,44,1,6.039012017633915e-05
AITraining,21,46,1,6.039012017633915e-05
AITraining,21,48,1,6.039012017633915e-05
AITraining,21,50,1,6.039012017633915e-05
AITraining,21,52,2,0.0001207802403526783
