TaskID,TaskType,ArrivalHour,GPU_Demand,Duration_h,SourceRegion,ExecutionRegion,StartHour,FinishHour,MaxLatency_ms,Latency_ms,LatestFinishHour
62,RealTimeInference,626,1.0,4.883333333333334,RegionB,RegionB,626,630.8833333333333,20.0,5.0,631.0
63,AITraining,655,43.0,0.8833333333333333,RegionE,RegionA,662,662.8833333333333,150.0,78.0,2406.0
64,AITraining,1729,99.0,5.666666666666667,RegionF,RegionF,1745,1750.6666666666667,150.0,5.0,2406.0
65,AITraining,260,107.0,4.0,RegionA,RegionD,281,285.0,150.0,65.0,2406.0
66,BatchInference,1563,4.0,6.433333333333334,RegionA,RegionA,1567,1573.4333333333334,80.0,5.0,2406.0
67,AITraining,1917,42.0,2.1666666666666665,RegionD,RegionD,1927,1929.1666666666667,150.0,5.0,2406.0
68,AITraining,1029,92.0,4.466666666666667,RegionD,RegionF,1049,1053.4666666666667,150.0,25.0,2406.0
69,AITraining,47,118.0,2.433333333333333,RegionE,RegionD,54,56.43333333333333,150.0,22.0,2406.0
70,AITraining,469,77.0,3.9,RegionF,RegionA,469,472.9,150.0,82.0,2406.0
71,AITraining,2199,66.0,3.0166666666666666,RegionF,RegionA,2203,2206.016666666667,150.0,82.0,2406.0
72,BatchInference,1393,18.0,6.383333333333334,RegionA,RegionA,1399,1405.3833333333334,80.0,5.0,2406.0
73,RealTimeInference,1202,1.0,2.033333333333333,RegionA,RegionA,1202,1204.0333333333333,20.0,5.0,1205.0
74,BatchInference,647,20.0,1.0166666666666666,RegionC,RegionC,650,651.0166666666667,80.0,5.0,2406.0
75,BatchInference,13,15.0,6.583333333333333,RegionD,RegionE,104,110.58333333333333,80.0,22.0,2406.0
76,AITraining,1078,18.0,2.033333333333333,RegionE,RegionC,1096,1098.0333333333333,150.0,70.0,2406.0
77,AITraining,731,71.0,3.2666666666666666,RegionF,RegionB,732,735.2666666666667,150.0,79.0,2406.0
78,AITraining,435,17.0,3.816666666666667,RegionA,RegionC,437,440.81666666666666,150.0,15.0,2406.0
79,AITraining,1222,69.0,3.8833333333333333,RegionD,RegionF,1409,1412.8833333333334,150.0,25.0,2406.0
80,AITraining,2079,112.0,2.25,RegionD,RegionD,2079,2081.25,150.0,5.0,2406.0
81,AITraining,814,17.0,3.0166666666666666,RegionD,RegionB,836,839.0166666666667,150.0,60.0,2406.0
82,RealTimeInference,1531,2.0,3.45,RegionB,RegionC,1531,1534.45,20.0,14.0,1535.0
83,RealTimeInference,2209,7.0,3.533333333333333,RegionC,RegionC,2209,2212.5333333333333,20.0,5.0,2213.0
84,AITraining,2,71.0,4.4,RegionF,RegionE,17,21.4,150.0,18.0,2406.0
85,AITraining,1327,53.0,5.566666666666666,RegionB,RegionB,1327,1332.5666666666666,150.0,5.0,2406.0
86,BatchInference,79,23.0,3.45,RegionB,RegionB,79,82.45,80.0,5.0,2406.0
87,RealTimeInference,1486,6.0,4.15,RegionB,RegionA,1486,1490.15,20.0,12.0,1491.0
88,BatchInference,980,19.0,3.5,RegionC,RegionD,989,992.5,80.0,58.0,2406.0
89,RealTimeInference,986,4.0,5.583333333333333,RegionC,RegionC,986,991.5833333333334,20.0,5.0,992.0
90,AITraining,322,95.0,2.6166666666666667,RegionF,RegionB,325,327.6166666666667,150.0,79.0,2406.0
91,RealTimeInference,1990,4.0,5.916666666666667,RegionF,RegionE,1990,1995.9166666666667,20.0,18.0,1996.0
92,RealTimeInference,2181,3.0,2.6166666666666667,RegionA,RegionA,2181,2183.616666666667,20.0,5.0,2184.0
93,RealTimeInference,525,7.0,2.283333333333333,RegionA,RegionA,525,527.2833333333333,20.0,5.0,528.0
94,AITraining,1946,54.0,6.15,RegionD,RegionD,1959,1965.15,150.0,5.0,2406.0
95,AITraining,676,16.0,2.6666666666666665,RegionE,RegionA,689,691.6666666666666,150.0,78.0,2406.0
96,BatchInference,2161,13.0,4.533333333333333,RegionE,RegionB,2163,2167.5333333333333,80.0,74.0,2406.0
97,AITraining,1733,31.0,2.0166666666666666,RegionF,RegionB,1733,1735.0166666666667,150.0,79.0,2406.0
98,RealTimeInference,2208,1.0,6.3,RegionA,RegionA,2208,2214.3,20.0,5.0,2215.0
99,AITraining,823,17.0,4.383333333333334,RegionD,RegionD,825,829.3833333333333,150.0,5.0,2406.0
100,AITraining,1276,27.0,0.7666666666666667,RegionD,RegionC,1467,1467.7666666666667,150.0,58.0,2406.0
101,BatchInference,1529,12.0,1.8,RegionC,RegionB,1529,1530.8,80.0,14.0,2406.0
102,BatchInference,2119,22.0,3.6166666666666667,RegionD,RegionB,2122,2125.616666666667,80.0,60.0,2406.0
103,BatchInference,495,6.0,2.683333333333333,RegionE,RegionA,495,497.68333333333334,80.0,78.0,2406.0
104,RealTimeInference,920,6.0,2.0833333333333335,RegionF,RegionF,920,922.0833333333334,20.0,5.0,923.0
105,RealTimeInference,1384,3.0,1.8833333333333333,RegionA,RegionA,1384,1385.8833333333334,20.0,5.0,1386.0
106,RealTimeInference,2268,4.0,1.8,RegionA,RegionA,2268,2269.8,20.0,5.0,2270.0
107,RealTimeInference,902,1.0,6.55,RegionB,RegionB,902,908.55,20.0,5.0,909.0
108,RealTimeInference,290,6.0,3.3833333333333333,RegionB,RegionB,290,293.3833333333333,20.0,5.0,294.0
109,AITraining,241,69.0,3.6166666666666667,RegionE,RegionD,305,308.6166666666667,150.0,22.0,2406.0
110,RealTimeInference,276,5.0,2.8333333333333335,RegionC,RegionC,276,278.8333333333333,20.0,5.0,279.0
111,RealTimeInference,1353,4.0,4.766666666666667,RegionA,RegionA,1353,1357.7666666666667,20.0,5.0,1358.0
112,RealTimeInference,2105,4.0,2.4,RegionA,RegionA,2105,2107.4,20.0,5.0,2108.0
113,RealTimeInference,1140,3.0,2.283333333333333,RegionB,RegionB,1140,1142.2833333333333,20.0,5.0,1143.0
114,AITraining,1988,48.0,6.333333333333333,RegionE,RegionE,2000,2006.3333333333333,150.0,5.0,2406.0
115,RealTimeInference,2208,6.0,4.116666666666666,RegionC,RegionC,2208,2212.116666666667,20.0,5.0,2213.0
116,RealTimeInference,2338,6.0,3.9833333333333334,RegionC,RegionC,2338,2341.983333333333,20.0,5.0,2342.0
117,AITraining,1936,124.0,4.55,RegionF,RegionD,1936,1940.55,150.0,25.0,2406.0
118,RealTimeInference,1937,3.0,3.9166666666666665,RegionA,RegionA,1937,1940.9166666666667,20.0,5.0,1941.0
119,BatchInference,779,4.0,6.266666666666667,RegionB,RegionA,779,785.2666666666667,80.0,12.0,2406.0
120,RealTimeInference,397,1.0,5.433333333333334,RegionB,RegionB,397,402.43333333333334,20.0,5.0,403.0
121,AITraining,1765,63.0,0.21666666666666667,RegionE,RegionC,1765,1765.2166666666667,150.0,70.0,2406.0
122,BatchInference,1734,6.0,0.9666666666666667,RegionD,RegionC,1735,1735.9666666666667,80.0,58.0,2406.0
123,BatchInference,1912,20.0,3.816666666666667,RegionE,RegionD,1912,1915.8166666666666,80.0,22.0,2406.0
124,AITraining,221,45.0,0.9166666666666666,RegionA,RegionC,404,404.9166666666667,150.0,15.0,2406.0
125,AITraining,403,21.0,6.483333333333333,RegionD,RegionE,633,639.4833333333333,150.0,22.0,2406.0
126,RealTimeInference,1649,1.0,4.816666666666666,RegionA,RegionA,1649,1653.8166666666666,20.0,5.0,1654.0
127,AITraining,1389,108.0,3.1666666666666665,RegionD,RegionD,1409,1412.1666666666667,150.0,5.0,2406.0
128,RealTimeInference,1018,7.0,2.0833333333333335,RegionB,RegionB,1018,1020.0833333333334,20.0,5.0,1021.0
129,RealTimeInference,779,7.0,2.8333333333333335,RegionC,RegionC,779,781.8333333333334,20.0,5.0,782.0
130,AITraining,1837,82.0,0.45,RegionF,RegionC,1843,1843.45,150.0,76.0,2406.0
131,RealTimeInference,1728,1.0,1.1166666666666667,RegionA,RegionC,1728,1729.1166666666666,20.0,15.0,1730.0
132,RealTimeInference,1140,3.0,4.816666666666666,RegionA,RegionA,1140,1144.8166666666666,20.0,5.0,1145.0
133,BatchInference,1023,21.0,5.85,RegionB,RegionA,1023,1028.85,80.0,12.0,2406.0
134,RealTimeInference,1815,7.0,2.2666666666666666,RegionB,RegionB,1815,1817.2666666666667,20.0,5.0,1818.0
135,AITraining,401,42.0,6.583333333333333,RegionE,RegionA,401,407.5833333333333,150.0,78.0,2406.0
136,RealTimeInference,2214,2.0,1.8833333333333333,RegionC,RegionC,2214,2215.883333333333,20.0,5.0,2216.0
137,RealTimeInference,382,1.0,5.133333333333334,RegionA,RegionA,382,387.1333333333333,20.0,5.0,388.0
138,RealTimeInference,681,6.0,0.8,RegionA,RegionA,681,681.8,20.0,5.0,682.0
139,BatchInference,1989,13.0,0.5833333333333334,RegionB,RegionC,1992,1992.5833333333333,80.0,14.0,2406.0
140,BatchInference,875,6.0,0.36666666666666664,RegionC,RegionC,893,893.3666666666667,80.0,5.0,2406.0
141,BatchInference,240,10.0,0.75,RegionD,RegionC,243,243.75,80.0,58.0,2406.0
142,RealTimeInference,1552,5.0,5.5,RegionC,RegionC,1552,1557.5,20.0,5.0,1558.0
143,RealTimeInference,1599,6.0,2.5166666666666666,RegionD,RegionD,1599,1601.5166666666667,20.0,5.0,1602.0
144,BatchInference,1863,15.0,2.533333333333333,RegionA,RegionC,1868,1870.5333333333333,80.0,15.0,2406.0
145,BatchInference,1732,5.0,4.95,RegionB,RegionB,1739,1743.95,80.0,5.0,2406.0
146,AITraining,2276,102.0,5.85,RegionD,RegionF,2297,2302.85,150.0,25.0,2406.0
147,AITraining,1993,66.0,3.25,RegionE,RegionF,2009,2012.25,150.0,18.0,2406.0
148,RealTimeInference,777,7.0,2.2333333333333334,RegionC,RegionC,777,779.2333333333333,20.0,5.0,780.0
149,BatchInference,891,20.0,2.9833333333333334,RegionE,RegionA,892,894.9833333333333,80.0,78.0,2406.0
150,RealTimeInference,2372,6.0,1.05,RegionF,RegionF,2372,2373.05,20.0,5.0,2374.0
151,AITraining,2220,122.0,1.8333333333333333,RegionC,RegionA,2220,2221.8333333333335,150.0,15.0,2406.0
152,RealTimeInference,1284,1.0,1.0333333333333334,RegionA,RegionC,1284,1285.0333333333333,20.0,15.0,1286.0
153,RealTimeInference,205,4.0,1.8666666666666667,RegionB,RegionB,205,206.86666666666667,20.0,5.0,207.0
154,AITraining,1952,83.0,6.233333333333333,RegionE,RegionD,1952,1958.2333333333333,150.0,22.0,2406.0
155,AITraining,2175,111.0,6.066666666666666,RegionF,RegionA,2175,2181.0666666666666,150.0,82.0,2406.0
156,RealTimeInference,232,7.0,5.283333333333333,RegionD,RegionD,232,237.28333333333333,20.0,5.0,238.0
157,AITraining,328,31.0,6.316666666666666,RegionB,RegionA,328,334.31666666666666,150.0,12.0,2406.0
158,RealTimeInference,280,4.0,2.6,RegionA,RegionA,280,282.6,20.0,5.0,283.0
159,AITraining,278,32.0,5.466666666666667,RegionD,RegionF,281,286.46666666666664,150.0,25.0,2406.0
160,AITraining,963,34.0,1.1166666666666667,RegionE,RegionB,965,966.1166666666667,150.0,74.0,2406.0
161,BatchInference,491,8.0,2.1,RegionD,RegionC,491,493.1,80.0,58.0,2406.0
162,AITraining,1008,77.0,2.2666666666666666,RegionF,RegionD,1013,1015.2666666666667,150.0,25.0,2406.0
163,AITraining,162,24.0,2.3,RegionF,RegionA,163,165.3,150.0,82.0,2406.0
164,AITraining,335,73.0,0.16666666666666666,RegionC,RegionC,380,380.1666666666667,150.0,5.0,2406.0
165,BatchInference,2390,18.0,1.75,RegionB,RegionB,2390,2391.75,80.0,5.0,2406.0
166,AITraining,2141,63.0,4.1,RegionD,RegionD,2142,2146.1,150.0,5.0,2406.0
167,BatchInference,1068,4.0,3.3,RegionD,RegionA,1068,1071.3,80.0,65.0,2406.0
168,RealTimeInference,1286,7.0,1.3,RegionC,RegionC,1286,1287.3,20.0,5.0,1288.0
169,RealTimeInference,1087,6.0,1.4166666666666667,RegionC,RegionC,1087,1088.4166666666667,20.0,5.0,1089.0
170,BatchInference,536,19.0,1.5833333333333333,RegionA,RegionC,576,577.5833333333334,80.0,15.0,2406.0
171,AITraining,1228,72.0,3.816666666666667,RegionD,RegionF,1241,1244.8166666666666,150.0,25.0,2406.0
172,BatchInference,1295,8.0,1.7166666666666666,RegionB,RegionA,1311,1312.7166666666667,80.0,12.0,2406.0
173,RealTimeInference,38,6.0,3.55,RegionB,RegionB,38,41.55,20.0,5.0,42.0
174,BatchInference,2306,19.0,5.833333333333333,RegionD,RegionB,2306,2311.8333333333335,80.0,60.0,2406.0
175,RealTimeInference,300,7.0,4.383333333333334,RegionC,RegionC,300,304.3833333333333,20.0,5.0,305.0
176,AITraining,873,109.0,0.5333333333333333,RegionF,RegionA,876,876.5333333333333,150.0,82.0,2406.0
177,AITraining,1086,25.0,5.566666666666666,RegionC,RegionC,1086,1091.5666666666666,150.0,5.0,2406.0
178,RealTimeInference,1429,4.0,3.15,RegionA,RegionA,1429,1432.15,20.0,5.0,1433.0
179,RealTimeInference,1000,7.0,4.316666666666666,RegionB,RegionB,1000,1004.3166666666667,20.0,5.0,1005.0
180,BatchInference,1167,22.0,1.75,RegionD,RegionC,1242,1243.75,80.0,58.0,2406.0
181,RealTimeInference,1794,1.0,0.21666666666666667,RegionC,RegionC,1794,1794.2166666666667,20.0,5.0,1795.0
182,AITraining,1239,31.0,5.75,RegionF,RegionB,1239,1244.75,150.0,79.0,2406.0
183,AITraining,2166,17.0,6.55,RegionA,RegionA,2167,2173.55,150.0,5.0,2406.0
184,RealTimeInference,2271,3.0,2.683333333333333,RegionA,RegionA,2271,2273.6833333333334,20.0,5.0,2274.0
185,BatchInference,424,15.0,2.8666666666666667,RegionB,RegionC,424,426.8666666666667,80.0,14.0,2406.0
186,RealTimeInference,1083,4.0,3.1333333333333333,RegionB,RegionB,1083,1086.1333333333334,20.0,5.0,1087.0
187,RealTimeInference,438,3.0,5.533333333333333,RegionB,RegionB,438,443.53333333333336,20.0,5.0,444.0
188,AITraining,2266,80.0,2.95,RegionF,RegionC,2269,2271.95,150.0,76.0,2406.0
189,RealTimeInference,1115,2.0,0.8833333333333333,RegionE,RegionF,1115,1115.8833333333334,20.0,18.0,1116.0
190,BatchInference,862,16.0,1.7333333333333334,RegionA,RegionC,908,909.7333333333333,80.0,15.0,2406.0
191,AITraining,1404,61.0,4.366666666666666,RegionD,RegionA,1404,1408.3666666666666,150.0,65.0,2406.0
192,RealTimeInference,1081,3.0,3.7333333333333334,RegionB,RegionB,1081,1084.7333333333333,20.0,5.0,1085.0
193,AITraining,2001,96.0,4.55,RegionE,RegionD,2001,2005.55,150.0,22.0,2406.0
194,BatchInference,208,13.0,2.066666666666667,RegionD,RegionB,208,210.06666666666666,80.0,60.0,2406.0
195,RealTimeInference,1734,1.0,3.4166666666666665,RegionC,RegionC,1734,1737.4166666666667,20.0,5.0,1738.0
196,BatchInference,180,21.0,6.416666666666667,RegionA,RegionC,679,685.4166666666666,80.0,15.0,2406.0
197,RealTimeInference,1366,4.0,4.766666666666667,RegionA,RegionA,1366,1370.7666666666667,20.0,5.0,1371.0
198,RealTimeInference,1072,5.0,6.1,RegionA,RegionA,1072,1078.1,20.0,5.0,1079.0
199,RealTimeInference,1809,1.0,3.35,RegionB,RegionC,1809,1812.35,20.0,14.0,1813.0
200,AITraining,1751,114.0,0.75,RegionE,RegionB,1770,1770.75,150.0,74.0,2406.0
201,AITraining,39,97.0,1.75,RegionF,RegionC,39,40.75,150.0,76.0,2406.0
202,RealTimeInference,308,7.0,3.8833333333333333,RegionD,RegionD,308,311.8833333333333,20.0,5.0,312.0
203,AITraining,610,52.0,6.3,RegionB,RegionB,610,616.3,150.0,5.0,2406.0
204,AITraining,147,70.0,4.8,RegionD,RegionF,161,165.8,150.0,25.0,2406.0
205,BatchInference,2385,6.0,4.916666666666667,RegionB,RegionB,2385,2389.9166666666665,80.0,5.0,2406.0
206,AITraining,606,32.0,1.1833333333333333,RegionE,RegionB,610,611.1833333333333,150.0,74.0,2406.0
207,BatchInference,522,23.0,3.7666666666666666,RegionD,RegionB,570,573.7666666666667,80.0,60.0,2406.0
208,RealTimeInference,1262,6.0,3.2666666666666666,RegionC,RegionC,1262,1265.2666666666667,20.0,5.0,1266.0
209,BatchInference,163,22.0,1.8166666666666667,RegionF,RegionC,163,164.81666666666666,80.0,76.0,2406.0
210,BatchInference,860,15.0,4.033333333333333,RegionA,RegionC,920,924.0333333333333,80.0,15.0,2406.0
211,AITraining,1022,34.0,4.566666666666666,RegionD,RegionF,1025,1029.5666666666666,150.0,25.0,2406.0
212,AITraining,421,86.0,3.5833333333333335,RegionD,RegionB,421,424.5833333333333,150.0,60.0,2406.0
213,BatchInference,2293,23.0,6.266666666666667,RegionD,RegionC,2293,2299.266666666667,80.0,58.0,2406.0
214,BatchInference,633,19.0,1.3,RegionD,RegionC,633,634.3,80.0,58.0,2406.0
215,RealTimeInference,665,3.0,0.5666666666666667,RegionD,RegionD,665,665.5666666666667,20.0,5.0,666.0
216,RealTimeInference,1688,4.0,1.0333333333333334,RegionA,RegionA,1688,1689.0333333333333,20.0,5.0,1690.0
217,RealTimeInference,734,7.0,1.1,RegionA,RegionA,734,735.1,20.0,5.0,736.0
218,AITraining,1360,54.0,3.1666666666666665,RegionD,RegionD,1360,1363.1666666666667,150.0,5.0,2406.0
219,BatchInference,1016,13.0,3.8666666666666667,RegionC,RegionC,1016,1019.8666666666667,80.0,5.0,2406.0
220,BatchInference,652,8.0,3.7333333333333334,RegionD,RegionD,655,658.7333333333333,80.0,5.0,2406.0
221,AITraining,442,108.0,5.666666666666667,RegionF,RegionD,442,447.6666666666667,150.0,25.0,2406.0
222,BatchInference,158,21.0,1.4166666666666667,RegionF,RegionC,162,163.41666666666666,80.0,76.0,2406.0
223,BatchInference,911,12.0,4.366666666666666,RegionA,RegionA,920,924.3666666666667,80.0,5.0,2406.0
224,RealTimeInference,1885,6.0,3.05,RegionA,RegionA,1885,1888.05,20.0,5.0,1889.0
225,BatchInference,1250,16.0,2.9833333333333334,RegionC,RegionD,1259,1261.9833333333333,80.0,58.0,2406.0
226,RealTimeInference,913,1.0,4.866666666666666,RegionB,RegionA,913,917.8666666666667,20.0,12.0,918.0
227,RealTimeInference,791,2.0,0.23333333333333334,RegionC,RegionC,791,791.2333333333333,20.0,5.0,792.0
228,BatchInference,1344,8.0,5.8,RegionF,RegionB,1352,1357.8,80.0,79.0,2406.0
229,BatchInference,284,11.0,5.5,RegionA,RegionA,296,301.5,80.0,5.0,2406.0
230,BatchInference,1438,23.0,5.6,RegionA,RegionA,1448,1453.6,80.0,5.0,2406.0
231,AITraining,2086,104.0,2.35,RegionD,RegionD,2106,2108.35,150.0,5.0,2406.0
232,BatchInference,2196,7.0,4.35,RegionC,RegionB,2196,2200.35,80.0,14.0,2406.0
233,BatchInference,113,22.0,6.216666666666667,RegionD,RegionE,1816,1822.2166666666667,80.0,22.0,2406.0
234,RealTimeInference,1069,6.0,1.6666666666666667,RegionC,RegionC,1069,1070.6666666666667,20.0,5.0,1071.0
235,RealTimeInference,2378,2.0,0.4666666666666667,RegionE,RegionE,2378,2378.4666666666667,20.0,5.0,2379.0
236,BatchInference,156,10.0,3.033333333333333,RegionA,RegionC,177,180.03333333333333,80.0,15.0,2406.0
237,RealTimeInference,1779,5.0,2.6166666666666667,RegionA,RegionA,1779,1781.6166666666666,20.0,5.0,1782.0
238,BatchInference,1284,11.0,6.533333333333333,RegionC,RegionC,1284,1290.5333333333333,80.0,5.0,2406.0
239,BatchInference,2094,12.0,0.16666666666666666,RegionD,RegionC,2106,2106.1666666666665,80.0,58.0,2406.0
240,RealTimeInference,1577,3.0,5.95,RegionC,RegionC,1577,1582.95,20.0,5.0,1583.0
241,AITraining,778,77.0,3.3333333333333335,RegionF,RegionA,779,782.3333333333334,150.0,82.0,2406.0
242,BatchInference,181,20.0,5.35,RegionA,RegionC,680,685.35,80.0,15.0,2406.0
243,AITraining,1786,48.0,2.1,RegionD,RegionC,1788,1790.1,150.0,58.0,2406.0
244,RealTimeInference,2129,6.0,0.8833333333333333,RegionA,RegionA,2129,2129.883333333333,20.0,5.0,2130.0
245,AITraining,807,60.0,5.433333333333334,RegionD,RegionB,807,812.4333333333333,150.0,60.0,2406.0
246,BatchInference,1766,18.0,1.4833333333333334,RegionD,RegionA,1766,1767.4833333333333,80.0,65.0,2406.0
247,RealTimeInference,1352,6.0,3.533333333333333,RegionC,RegionC,1352,1355.5333333333333,20.0,5.0,1356.0
248,AITraining,1285,116.0,3.933333333333333,RegionF,RegionD,1289,1292.9333333333334,150.0,25.0,2406.0
249,AITraining,510,34.0,0.9333333333333333,RegionB,RegionA,514,514.9333333333333,150.0,12.0,2406.0
250,AITraining,1230,120.0,0.38333333333333336,RegionD,RegionB,1230,1230.3833333333334,150.0,60.0,2406.0
251,AITraining,1266,30.0,0.16666666666666666,RegionD,RegionC,1267,1267.1666666666667,150.0,58.0,2406.0
