"路径","SHA256","字节数"
"code/Q4_FULL_MASTER_SCALABILITY_AND_SCENARIO_PROBE_20260817.md","711BA36E1857197E5A525EDDAA9B0E08E497CA25DB3E9FFC7C99D1E487B2ECE1","4271"
"code/q4_full_solver.py","0AF13A103D40BBED889F977996231F1A8C6993292CBA8138C2580ED54FB1942C","35729"
"code/Q4_LATENCY_INTEGER_BENDERS_DIAGNOSIS_20260818.md","D6A2D6333ED0F4EA470E05D19224D39B0A06C88D51DEA7A4611FC46FFC6475F1","5625"
"code/Q4_LEXICOGRAPHIC_FULL_DOMAIN_REPRICING_REQUIREMENTS_20260817.md","3E5A0133DFD5400B5B4C262B982F32DCBF200CD4AA4CD4ED86AD457378B81B6A","8978"
"code/q4_local_preflight.py","E57C5B4AC463075759D1CB1F5EE9913C640597D93771D74668D4906D568BC53D","10213"
"code/Q4_LOCAL_RUN_GUIDE.md","97365E37E42A30EDAD9E47A39B941ECB83BA29ABFDACDB0E458BAE8CB2089A91","7950"
"code/q4_prepare_convergence_figure.py","408B300927104CB5DEF526CF00F8DBDB0F502CF40E6664A3563732FD1FCA92B4","4058"
"code/q4_prepare_figure_data.py","F6AFD4E9928D4BA51614862950E8A18B14DFEC3F0BB25C7A16060F770BEC07C1","8189"
"code/q4_prepare_figure_data_v2.py","4A7A787F7968402C317F8D4884DF2F4EAE4DE5DF2470AC3A0DC677EC631EBC9F","8540"
"code/q4_prepare_figure_data_v3.py","1671DEADA7563360E38D6815F9FE7EA88FC9BE426C90BA5B1011A2F4126CF6F9","8757"
"code/q4_prepare_scenario_figure.py","32693815BE7F20CD84E681EAA61BB23CA33EBDE0F952E515247D2F8C6B395373","1559"
"code/Q4_PRICE_FLAT_SCENARIO_DIAGNOSIS_REVIEW_20260818.md","A6247F6F432DD22057A7E255D94249336DB376E023F541A2C2C624F010086023","4662"
"code/Q4_PROBE_3_BENDERS_AND_CARBON.md","1B1716C579F815AD825B29D65223B426842208D767A85C6146A591E2DB21C7C6","6164"
"code/q4_probe_benders.py","1B024220925B72104C6F3CD54B7974754B6CE5F931C34653CDD0DEB971396786","25194"
"code/q4_qcert.py","91D80D047AC3D2C7872762CF27FBF0A198307D4BE91CBC9939D81B7289F6647A","12697"
"code/q4_qos_refinement.py","51255626836B32C0A55F3B483B97FD1ACBACCED9CAC1AD0C9E7399B7B4AAE46B","65837"
"code/Q4_REGION_MULTICUT_BENDERS_FIX_20260817.md","54F58F7FB6DB13FD18F6EAF0AC631109C340369C36B38AABE3C72E73FC5C1974","9750"
"code/q4_region_multicut_scenario.py","B5DAA4E1F9A9A6470BF0E144867DAFF9415A4B7607AD02A3A1967F7C2C574B23","9604"
"code/q4_root_benders_cg_scaling_probe.py","17E62B24C9010E3E8F9CB0FE4010C1CD05CF925F177668131DC217750D8B9493","21733"
"code/Q4_ROOT_BENDERS_CG_SCALING_PROBE_20260817.md","C30631079B0FA212A4305C444930B9EE9259232A8CC0258F2CCAD094EB8EDC18","6724"
"code/q4_scenario_extensive_fallback.py","6CB72F14E196717167B6D6F6FF37D17EB6E6ED1D54CC62D7034F497A22DD77BA","5506"
"code/q4_wait.py","F5580A5D204772BE43F4D1CE58B229CE30B1BD85BD2C1E106D5123F6CCED26C6","5812"
"code/test_q4_lexicographic.py","3F678D15BFC99D4194D7639CF09047B2096690F4550CB04D6F2581981782610B","7469"
"code/test_qc.py","1D9E129D44FE3FF9D7D2EAD2462B706F91D4C49C144AC0FF5186D1E819AE37B6","458"
"figures/q4_flow.png","DAB19AEEE579EFA960A7EA313BD4757AE40A77513970BF52F0AC1039355ACBBA","401041"
"figures/Q4_绘图报告.md","F7769C1D978B1AE2B4E1F68638F93B7CF523B7A1ED1DCFFE5D5C9FC59179D777","8683"
"figures/Q4_绘图报告_最终认证版.md","0F26319B49F22E406BE4AF531767C9479E3E1CB0A715E98D48B077A86B20B9B7","12274"
"figures/图A：六区域结构错位矩阵.opju","74D361DCADB90B303C478D4310F516B40FC780389A60FACF25FD6267DBC49409","98285"
"figures/图A：六区域结构错位矩阵.png","2E3C227B0E2F1ED011B2D98F9E8F5D1433F4ECE78F8753C4E304048C4EE2F16A","274635"
"figures/图B：顺序 Q2→Q3 失真端点证据（部分 probe）.opju","0A7C5521B6EE349F26C3689DCAEF9600C2F6EAFB8F6DAA99F1BEE357212627F9","61192"
"figures/图B：顺序 Q2→Q3 失真端点证据（部分 probe）.png","58DB60485B9DCBC50511EE07DAB22048E23A5D0285B7CDF3B1C1237B13CCFFDE","202139"
"figures/图E3：任务时延经验分布.opju","262CF21E88FDED3B4CEE11EC447B92331D169F82AC9E5056252D3D429946D835","42272"
"figures/图E3：任务时延经验分布.png","A04CD6020BE0BA50B8A6AC7BBF7D6D1DBBFA5E7E253470344C2C71FF305784CB","136218"
"figures/图E：Q2 与 Q4 柔性替代双面板.opju","2871D0827060935547768EBAF66A2F38A97B81063C1486EC6A42AEB80A6A8644","166058"
"figures/图E：Q2 与 Q4 柔性替代双面板.png","C18D23DAC5953F51E9DB3D3358A1653D8E576B2235ED11F445C5BBA02EE67840","291458"
"figures/图G：price_flat Latency 认证误差收敛.opju","E53EF56E28BAE420C36DA7A9E7EBB8A159D3C888154D47FAF214ECAC0ED5BBC5","54729"
"figures/图G：price_flat Latency 认证误差收敛.png","ACFCB4E893A449BBFF464F8F606B9046885367D85AB7900D8317F8368C6BA07F","202640"
"figures/editable/图A_区域结构原始指标.csv","24F40F5966B7CC0B1F09FEF0EE4FE78D182AC443482DC46E305FDDF5C748900E","945"
"figures/editable/图A_区域结构标准化热图.csv","152DF04CCBB6ADDDDDD5A931B7901A601E1D073C49FFFC7BFB7A1854392A9962","1265"
"figures/editable/图A_区域结构标准化热图_OriginPlotvm.csv","9EA4AE8BD6E1097C1953E91C479896915B0984B320EA6F52C3AB6380CB9CBD1C","1370"
"figures/editable/图A_区域结构标准化热图_OriginPlotvm_长标签.csv","EF265002A3EEFC3CF612E8EB7AC315827B85F038356AB051049DCE83980604E2","1346"
"figures/editable/图B_顺序Q2Q3失真端点证据.csv","12AADDFD05FA353221E40D94DEBC35F1DD54F9FF5650B50C9F480D4171C43566","228"
"figures/editable/图B_顺序失真水平点图.csv","1503948572FC47C5B195B1BA94FEC630619C620342ADA34771AF12018EDC4D13","255"
"figures/editable/图C1_迁移任务源目标矩阵.csv","08CB31A88A02003423F7CA942C26F56A2BE8E94335A65557A5FBD0DAF6C8ECA6","425"
"figures/editable/图C1_迁移任务源目标矩阵_OriginPlotvm.csv","A7A9FE4BF99B944E474FA410A8B319C5F1DAA44289076700B0A95E0F8895F51F","560"
"figures/editable/图C2_任务类型迁移_棒棒糖.csv","494B5C2C75519BAF4FC0299672FC7A5AA68DB04FE6574075888162968A563B97","251"
"figures/editable/图C_任务类型迁移.csv","28D315094509318DBC3AFEED329B64EDEA3DF800671C102546BBF50DF725763F","217"
"figures/editable/图C_区域迁移矩阵.csv","2917FDE4E464240B075000148ABCCC36DE113D07C8A8B7153A372ED3F37008E8","354"
"figures/editable/图D_再认证证书表.csv","C0BB2E5CB4A800AB225CD50EEC1B3FBCEA72DE1C4F2CE905B7376EDF0FA1F3E1","867"
"figures/editable/图D_再认证闭合证据.csv","90D4F457014B07FEE28D96D80533971DFFDED226AFF67C3923F9E9D949E78768","325"
"figures/editable/图D_最终再认证锚点.csv","5927B73652FEE0925CE53753273FD8A893767AB1669F346A1B4EC0F7A1786142","249"
"figures/editable/图E1_Q2与Q4迁移率对比.csv","487414E6156C2DFEB16E04E5E027DB4CD4AECD5B8CA1FFDFB8BBE7CAB5A29132","118"
"figures/editable/图E2_Q2与Q4等待对比.csv","475F1CE4150601F1B6BA7377277F2A4D81DD4BE39E6DB15372EDCE10FED2D057","118"
"figures/editable/图E3_任务时延经验分布.csv","0B5C7D06DFED31DD445E3DEA35B7A7190FF758F8D557053AEB9203C2F6F8C066","136"
"figures/editable/图E_Q2与Q4柔性替代双面板.csv","EAFC98F89C3A1A8EFF73EE747D3575318F025530801A4CB33A20197B7DA1E858","344"
"figures/editable/图E_时延分布.csv","3BE1ED9150EC9DA5FE6F2B7444616A536397C29B16EF811890E03AD0E036EEC8","123"
"figures/editable/图E_等待分布.csv","ED2B6951F22F1BAC1DAA3C0E9DDDD952F0475C3E7757076A8C304F7375724BEA","89"
"figures/editable/图F_canonical与price_flat证书对比.csv","78489E6954422673DEAEBC430CDBF38260ECC8236D391CDD2C230C9260B35987","264"
"figures/editable/图F_六指标场景对比_待补正式场景.csv","B3722312A040616CA0DFD14F517E71F65E65B1D78E2AEA1386607803BAF77A6F","280"
"figures/editable/图G_price_flat_Latency认证误差收敛.csv","83AF483253F9BECF67A01F67406E4EDDC93F2A7445E0A0D899DA1666755DF65F","1069"
"figures/editable/图G_price_flat整数Benders误差收敛.csv","174B03453B9E1C4E19521A4E73025A888A1B17420B5363D22FBF879142D122A6","1668"
"figures/editable/图表数据可画性审查.csv","8C5356EE81FEAAEC8672FBD7E67D0DE30B35377CA68372E337AF7306D6131C4A","1668"
"paper/q4.tex","C1E832E48282F698363DCB69B4937D7864AC2A16F1E9D608292FD8B2B1816712","16011"
"records/FINAL_RECERTIFICATION_REVIEW_20260818.md","9EC3D8A3A49861EC05AA2D0CEC67B271ED2C1CE1C7E37968701F7CB52F066815","6679"
"records/probe3_carbon_budget_results.csv","C6A98F7F7BE6E7769D44FB8E65E2AC82D2ABA6A7F368E49A81959459C6022CAA","1215"
"records/probe3_cost_benders_history.csv","2C18F11098CA5BF8D69BC90C53DB6A6A6E61A1B559687847589DBAD1ED345328","250"
"records/probe_selected_tasks.csv","F645D4D2BCB4FD561B12C47311157436B4E1081E38EAE5D1E67DC23AD0680CF3","2370"
"records/q4_abc_probes_summary_20260817.json","4217EDBB0BDCBEDE65969C6992870B1131EC30A491D45E2B0A9EEB91591936BC","2194"
"records/q4_column_pricing_probe_20260817.json","2D7D8B7A010AE75EBA50ABD7636E1A980FC1A17520971F8174448F6F1484CE19","1214"
"records/q4_full_master_scalability_20260817.csv","6D86629EF632AADC6096FC545C5479D4BB630FA3CFA06782670E0C2F02D756B5","998"
"records/Q4_price_flat当前求解诊断报告_20260818.md","AB1F5002C6752EE78FF147A26C7BB49480EF3DABF5A1B9A60CE0E6842894176C","12969"
"records/q4_probeA_exact_presolve_20260817.csv","4C2E115D6664B709A56136B04A8DB92C500002ED69D33D38A1AB29BC3E497D6A","967"
"records/q4_probeB_sparse_cuts_summary_20260817.csv","D7EE61644D71196A9C66BD4956DF43A3D2BCF9BF96C06302543DF8D7F4DB10B6","610"
"records/q4_probeC_carbon_allocation_20260817.csv","57930C2B7C4888B074CCFF74232379075B1446376154D937E952A77A5A2F9EDB","1220"
"records/q4_region_multicut_code_gate.json","C0FE925A34CDB710174741BC353AC73F00BDD98D0664172FBE209DE3C43AA680","3340"
"records/Q4_renew_down_80夜间求解与代码修订报告_20260819.md","79BC714A9CDEA3014A4B726485B6D66854FDAB6A9F53C1EB6191CF6A224FC9B1","14971"
"records/q4_root_benders_cg_50k_trace_20260817.csv","A4C14A87E0C61267E6D3C6CE7D012739DAA164D54BF2412F5F6C2744F09FC4AF","1270"
"records/q4_root_benders_cg_scaling_summary_20260817.csv","54A3E5BD700CF268C4855B3D5088E29BF3FB40F8B5333AA4B12AE5D5617543C1","522"
"records/q4_root_benders_cg_scaling_summary_20260817.json","4D8EE656A970AB51963BD6F49D0FD197866FA05D2DA98633A4D1B0A08DF0E183","1773"
"records/Q4正式场景协议_20260818.md","1A7ABA8EBA8230CC28F873A33704E73B8F3FF6BDC47460572B3113A6CE08285C","2031"
"records/registry.csv","86AAE93BED63612833EA97FD39AB4E09257FD3E9B5EE4F93152E86F484110E28","3100"
"records/energy_scenarios/q4_energy_scenario_summary.json","B02574FCDFECC83F21C7C1BDBBE6BCE4FC91CD58545F7AAF691A43BBC4DFB68F","429"
"records/energy_scenarios/q4_新能源压力_碳预算情景.csv","19A83C5A6F480CC363D169975818DBB8F1DA304DFEF49E1DFF17A3AA0267D2C9","481"
"records/formal_scenarios/q4_constraint_analysis_summary.json","5007DC4FBBDF95BABBEB47CB74DE9AF3FCA283662259270B5942B9EB9EBBE758","4774"
"records/formal_scenarios/q4_formal_scenarios_code_gate.json","6D8F19DC8D34A5F45E548EE5A794D72EEB3383980C9EF7AF708D3635914BC5CB","3860"
"records/formal_scenarios/q4_formal_scenarios_code_gate_help.json","AB7BC3D4CCF44C7E67DD721C35CAE068CE25F7B0D364BD81CC3F6E6D46C48BFC","7352"
"records/formal_scenarios/q4_formal_scenario_protocol.json","A5215D737DCB59DDC68353D7F3EE9956B0F1D684939EF8EC8E1E9C5C59B7F268","1628"
"records/formal_scenarios/q4_prepare_scenario_figure_code_gate.json","CE66C2E155B98DACAC255453148BEEA1E6A8373F48ECD90BB059ACC2D767ED3F","1378"
"records/formal_scenarios/price_flat/q4_formal_six_metrics.csv","F38DDAB59934ADD17BFF2793899F72A7ADE05DD008B72858AF6B2D33D834E210","515"
"records/formal_scenarios/price_flat/certificate/price_flat_cross_scenario_cost_certificate.json","92C3C9E0134C8F2295E62BCDCBEC183DF07B8FDF594E6C01DB5B0A64C0A03D1A","1588"
"records/formal_scenarios/price_flat/qos/checkpoint.json","C155B0DE3FFD59F36D25476B6FE93F5AF50459C282C9EEBE015332CB90C12FB9","1919"
"records/formal_scenarios/price_flat/qos/lexicographic_state.npz","94A71DE86D6097C786E73FCB3FE9D9EB8C2AF0D465372938350DEAB506E59BB7","571817"
"records/formal_scenarios/price_flat/qos/q4_latency_feasible_incumbent.csv","6480E6958544BA4290EFE9A58E2408EF3CE715A342C13C7B979F07D20D8DAEBF","1365904"
"records/formal_scenarios/price_flat/qos/q4_latency_feasible_incumbent.json","84B28514599AFF37A4CB91B09F00B8AEBF80995CD03541C02B3E4A050F652524","199"
"records/formal_scenarios/price_flat/qos/q4_latency_integer_certificate.csv","66445A12D998E62DE05EEBB797D718914BE4D32F4825D7416D34B27F018EB91F","385"
"records/formal_scenarios/price_flat/qos/q4_lexicographic_stage_metrics.csv","9F1B67CB247D9F07D75006AB1662C1928F3833122C2737B6DCFBA23FF9ACF777","88943"
"records/formal_scenarios/price_flat/qos/q4_qos_summary.json","3700FB35A4927F9C4E21FDB203C818913A2E952BD92380CDA51D676AFFAE48E1","1925"
"records/formal_scenarios/price_flat/qos/q4_字典序最终排程.csv","98520EB1A0C74B21D740C724FBE41EDA3E59A7D7DD6FC27786AECB4675F042DB","3765903"
"records/formal_scenarios/price_flat/qos_final_recertification/checkpoint.json","EF6C92B6EE3C1ABBCC31CEF03B57164B94DBB3F0108BF5E15974D53841D93065","1877"
"records/formal_scenarios/price_flat/qos_final_recertification/lexicographic_state.npz","8C51273AA103D3B810DA418CF17C92D6C6D31A1857BAC02C03ACB1724A559928","652982"
"records/formal_scenarios/price_flat/qos_final_recertification/q4_recertification_stage_metrics.csv","BDFEB1B94E18901D26783CC4C7DBF9D59636CB586F0B153955A1EDBC0F4720B3","148815"
"records/formal_scenarios/price_flat/qos_final_recertification/recertification_control.json","0DB457C9D04931A0597085B7FB6DA8D90FD0CF546F4D523FE041BDF4B8E1CA4F","371"
"records/formal_scenarios/price_flat/qos_latency_certificate/checkpoint.json","A9B1794E5C91DFB1F18183F2391E44A376897C4F9B1B6024C31210E4F16F2DEE","1902"
"records/formal_scenarios/price_flat/qos_latency_certificate/lexicographic_state.npz","D65A25CCEB414CB067B31345C9A9E94E567FB5AEA49DFCA5F11D7C09C0567738","659205"
"records/formal_scenarios/price_flat/qos_latency_certificate/price_flat_latency_run.err","E3B0C44298FC1C149AFBF4C8996FB92427AE41E4649B934CA495991B7852B855","0"
"records/formal_scenarios/price_flat/qos_latency_certificate/price_flat_latency_run.log","0D9F8E41AB5ECD9894F0C962CD2554E5C6A18A5BC4B477F2B42F5635050B06EB","13458"
"records/formal_scenarios/price_flat/qos_latency_certificate/q4_latency_feasible_incumbent.csv","A9B1DF69F7A148DEBDA6BE88401CE586BFE12DD1B9260691ABC09D75D9E9BCB7","1365953"
"records/formal_scenarios/price_flat/qos_latency_certificate/q4_latency_feasible_incumbent.json","D1461D18541A21691C1667A4D5A9CA13B489DE30EFAA55B8803E521EB12E308A","204"
"records/formal_scenarios/price_flat/qos_latency_certificate/q4_latency_integer_certificate.csv","70B5D9D4CA186279ED6DA6B7FF6438898ABED20ADE88C499014CAB0788D689AB","384"
"records/formal_scenarios/price_flat/qos_latency_certificate/q4_price_flat_latency_certificate_summary.json","694846CC313EE32C8CCBDC20DEBED4227C576BB16C6DE72308A6C3FCBAC011C1","2254"
"records/formal_scenarios/price_flat/qos_latency_certificate/q4_price_flat_latency_certified_schedule.csv","001FF43F4711C1460D46321F1A7FF4E8BCB59A50CAD50D173F4B95B86A8467BE","3765903"
"records/formal_scenarios/price_flat/qos_latency_certificate/q4_recertification_stage_metrics.csv","1F4A69C746C0B92E269C025EFD9A9E657CBC3921FFD82B190105F7ECE6E8241F","161742"
"records/formal_scenarios/price_flat/qos_latency_certificate/recertification_control.json","BCDB69A6AD8CD747204904327CA4DD582B163AA1503B5FCF83B07B6FA764A02F","1362"
"records/formal_scenarios/price_flat/qos_latency_certificate/sweep_1_latency_summary.json","F61875ECB65CFD30EBDAC86A8A3D4D34EFF292F303D594CA36F6D7E39E14CDA6","511"
"records/formal_scenarios/price_flat/solver/best_schedule.csv","5671E430971224757287D7BAA1951856559BED818E669CAB7D367A4B9F03EF10","966071"
"records/formal_scenarios/price_flat/solver/checkpoint.json","1B0216253BAFA00A874377891D4966900A0B3063430D6EB3031CD59109A89923","539"
"records/formal_scenarios/price_flat/solver/checkpoint_state.npz","19BDAB0F38794D44B707CF31E5CE66D486E7133F97B8A70FD6EB9C49E4897F0A","201287"
"records/formal_scenarios/price_flat/solver/iteration_metrics.csv","378D9BE70D7BF39BDEE6D84E4B8D7E949530B7F8F614AC36340FF69DBCB58218","1852"
"records/formal_scenarios/price_flat/solver/q4_six_metrics.csv","F38DDAB59934ADD17BFF2793899F72A7ADE05DD008B72858AF6B2D33D834E210","515"
"records/formal_scenarios/price_flat/solver/summary.json","CF82D3499C748B1ECFC1993C460B26DC977030D5B3530A1FF524819DB481EC4B","551"
"records/formal_scenarios/price_peak_valley/input_audit.json","D0ED8B67274F5BC3379918ABD31646EB8F5B86EA8C258381704DBB2726796C74","2715"
"records/formal_scenarios/price_peak_valley/certificate/cost_certificate.json","F9E425E8FB4BCD2283DC96261E177DCE495E02364584A6377A51D951761DB4EB","917"
"records/formal_scenarios/price_peak_valley/latency_certificate/checkpoint.json","5E6F2FC426F34B31485DA4AD373A63E772FD26CC6B965AAB62766F7AAFB74219","1668"
"records/formal_scenarios/price_peak_valley/latency_certificate/latency_certificate.json","B5A470862A7823494D9653C2EAE8563ADF93844EDA64A87EF59F0DD123AECCD3","1131"
"records/formal_scenarios/price_peak_valley/latency_certificate/lexicographic_state.npz","3F61DFC168656D6F019B07BCD7C89EF0F9CBB3E9695CEBB18A5AE90E6371590D","495747"
"records/formal_scenarios/price_peak_valley/latency_certificate/q4_latency_feasible_incumbent.csv","BFE0998CAF6492F7D66622BFC873B649F26C6A685AD031B97E55B8C8E829388E","1365953"
"records/formal_scenarios/price_peak_valley/latency_certificate/q4_latency_feasible_incumbent.json","83A7AC272C99EF3CD3CF83925C71FF5D8E87D7F9C6E14405D9FFD0D95D27CE84","199"
"records/formal_scenarios/price_peak_valley/latency_certificate/q4_latency_integer_certificate.csv","C920A39831203A3BBE17B5B99696A12DFD905EF0CDE34207BC3729F58C62485B","384"
"records/formal_scenarios/price_peak_valley/latency_certificate/q4_lexicographic_stage_metrics.csv","C2F8A4FE96FB00C7367C3B0FB763FD7819E3E47B0F170E6AD9FEEDE7E1CC4082","17670"
"records/formal_scenarios/price_peak_valley/latency_certificate/q4_字典序最终排程.csv","E7654A0E0271B7C8EF9D69F03DFCC4C08C9E6BAEC50243BE8A5F4865C1774095","3765903"
"records/formal_scenarios/price_peak_valley/solver/best_schedule.csv","243139F0FA66EF40E78123927FB817CCFA1552D77CC9ABE6A43AD1F9EB20C24B","966071"
"records/formal_scenarios/price_peak_valley/solver/checkpoint.json","ED4207525811D8EA0B725D1CC51A3541518A0264B1C2D0452C6F6F31E0084564","540"
"records/formal_scenarios/price_peak_valley/solver/checkpoint_state.npz","80C7CFD81783B20D65E8D864196A4960C99407DDC555078EE3E1AF8C843C9521","201275"
"records/formal_scenarios/price_peak_valley/solver/iteration_metrics.csv","E53DD90F5B313922CC5B917908420890CE231CCC3AA305DD1C97DE0A997704FC","1812"
"records/formal_scenarios/price_peak_valley/solver/root_run.log","8277934B4C0CC4C9B193D257345DE121EC28719A8565202EA9CDDA23B80BDCD4","59621"
"records/formal_scenarios/price_peak_valley/solver/summary.json","0832481A500329711C6A1DF5F4D263159C2A4F0228AFD73683C6F27561D13BA3","552"
"records/formal_scenarios/renew_down_80/auto_certificate_status.json","9B047B808DA944C87B78C4491787DB11916954B16466CA9C6A43990A034C4320","121"
"records/formal_scenarios/renew_down_80/input_audit.json","ECFF08EE772F4A7543D65C8CBBC443EBA1F9F2B834D1E60A7957789E9A6E177B","2694"
"records/formal_scenarios/renew_down_80/certificate/cost_certificate.json","4EEC59909803FF94BA5A07A92CC9814BC8068DFBC95B3A49D1450B96D71B697A","927"
"records/formal_scenarios/renew_down_80/solver/best_schedule.csv","5B6C499B90FA4FFF5B7F2575D33C6FED6689E13BB65D67998A7644361DFCFE5C","966071"
"records/formal_scenarios/renew_down_80/solver/checkpoint.json","81269D1F366D054853A125A491A42EA135A765E4F5189056CD1E5E8DD958AD43","626"
"records/formal_scenarios/renew_down_80/solver/checkpoint_state.npz","C1003029B5B16E3AAC58A314534C6D5B0E39D9EB18F9E5711B62533B4E03BB32","1874823"
"records/formal_scenarios/renew_down_80/solver/iteration_metrics.csv","2EF8F63A0CF276F0FA46FD211E938DC2FF1C689C1E471AA77E97D2C46C5F59E9","30829"
"records/formal_scenarios/renew_down_80/solver/root_run.log","8E3B96EF9E876A1E1EF065D3BFACFBE783B224FCC6AC6E5AB11FEF14F03ABB5C","85811"
"records/formal_scenarios/renew_down_80/solver/summary.json","C35E440983FCDDD5667B18504F7B4A838294A767DCC811560DEA6A445FB4CDBD","550"
"records/formal_scenarios/renew_down_80_canonical_candidate/q4_字典序Canonical场景可行排程.csv","CD5B25BEA09454260E33AD09E908D8FED311ACC8F59332CD9C0095FD1E1F2726","3764492"
"records/formal_scenarios/renew_down_80_canonical_candidate/scenario_summary.json","ABF7845E34A221D89AFCE8B2D65FBB94A3A6E143964C8E12ECFDD3D63564B9FF","1311"
"records/formal_scenarios/renew_down_80_extensive_fallback/scenario_summary.json","7964971410AA40AAA5FE1ABB4E3FCEEBDB323F801D28217C94E8341F9EEA42F4","319"
"records/formal_scenarios/renew_down_80_region_multicut_100task/checkpoint.json","5E0BE48702A4AA7FA0D5E715790B0DADDF198BB1DBD77674E1B6C7E9F784AC43","1741"
"records/formal_scenarios/renew_down_80_region_multicut_100task/lexicographic_state.npz","0DEC4B83D105F57F155C635A0531962B004F2CCC988B84CE344ADB51E1BDFE75","9963"
"records/formal_scenarios/renew_down_80_region_multicut_100task/q4_lexicographic_stage_metrics.csv","AF0DAE8298B1315A576957089B163402B96AE40E13F20ED1C8E0FC6260168B48","2808"
"records/formal_scenarios/renew_down_80_region_multicut_100task/q4_字典序Cost场景排程.csv","4BD0DD380258B6ADB5BFA4B9F566F9C5360969BB0691DBAA13FC42312C2EE622","7345"
"records/formal_scenarios/renew_down_80_region_multicut_100task/scenario_summary.json","BA0BF2EA4C3DD5FEE4F68D33E0F4DF32F1B472519E79583D1CADA19323E04F07","2985"
"records/formal_scenarios/renew_down_80_region_multicut_5000task/checkpoint.json","3C04EA79A5F28469734A871C22E68A9815401D6DA40208192284FE6709688B7E","1748"
"records/formal_scenarios/renew_down_80_region_multicut_5000task/lexicographic_state.npz","5134CA2D65E916BB5F0AC570856D3DE0BFDFABAADBCBCC15BA32B3497B519F7E","33887"
"records/formal_scenarios/renew_down_80_region_multicut_5000task/q4_lexicographic_stage_metrics.csv","4260E1F4C551D32DD6046853C74D477D414EAE07D7E78CA88E1270BA5E7663E7","5641"
"records/formal_scenarios/renew_down_80_region_multicut_5000task/q4_字典序Cost场景排程.csv","58B42C3C5E368FD2A611740ED1DF2EC4CC700442218E5B051F2F2CF06444F695","371251"
"records/formal_scenarios/renew_down_80_region_multicut_5000task/scenario_summary.json","B2670E708D3D08BB5D815E93DB60206A7975214B6106CF6D31738B50A90BCCCC","2989"
"records/formal_scenarios/renew_down_80_region_multicut_500task/checkpoint.json","C0305FF6B1947C2F53F9CA5D03A46B76D9BD09881A9F27E3187431C0EC13C407","1726"
"records/formal_scenarios/renew_down_80_region_multicut_500task/lexicographic_state.npz","A8A9C3180091AFED9E6912D8EF91D10756C090B31234498DB776914C499CBF74","11648"
"records/formal_scenarios/renew_down_80_region_multicut_500task/q4_lexicographic_stage_metrics.csv","130560CE303DD2D129C760203DDDDEFDB135CBEBA10D421C1B9A2901954C0BFF","2828"
"records/formal_scenarios/renew_down_80_region_multicut_500task/q4_字典序Cost场景排程.csv","B653DB5B192FAEC6A8BCAC4D3008884C8CE65123BA02CA6269934E23AAE41E74","36835"
"records/formal_scenarios/renew_down_80_region_multicut_500task/scenario_summary.json","25C64FB72C8DD47691204D83C0A80C1829737B263EAD0F2D6EC24FD95FDD6B67","2972"
"records/formal_scenarios/renew_down_80_region_multicut_full/checkpoint.json","25500D1283D028F5A691FE6403E7BEA1BC993D2858CE184732767743084B77D4","1860"
"records/formal_scenarios/renew_down_80_region_multicut_full/lexicographic_state.npz","27F3D0A692AD6A46AE71C8219707C1BCD42EEBE25174101DE55D999EC0EC5E29","419313"
